Suburb,Rooms,Type,Price,Date,Postcode,Car,Lattitude,Longtitude,Propertycount
Elsternwick,3,h,1500000,18/03/2017,3185,0,-37.8831,145.0127,4898
Elwood,2,u,1050000,04/03/2017,3184,2,-37.8831,144.9841,8989
Elwood,2,u,955000,04/03/2017,3184,1,-37.8867,144.9836,8989
Elwood,2,u,680000,04/03/2017,3184,1,-37.881,144.9837,8989
Elwood,3,h,1911000,04/03/2017,3184,2,-37.8846,144.9879,8989
Elwood,2,u,790000,04/06/2016,3184,2,-37.8794,144.9938,8989
Elwood,2,u,640000,11/02/2017,3184,1,-37.8791,144.9923,8989
Elwood,2,u,510000,11/03/2017,3184,1,-37.8831,144.9896,8989
Elwood,2,u,717000,12/06/2016,3184,1,-37.8758,144.9874,8989
Elwood,2,u,525500,18/03/2017,3184,1,-37.8749,144.9799,8989
Elwood,4,h,2400000,18/06/2016,3184,2,-37.8822,144.9913,8989
Elwood,1,u,390000,25/02/2017,3184,1,-37.8798,144.994,8989
Elwood,1,u,313000,25/02/2017,3184,1,-37.8766,144.991,8989
Elwood,2,u,630000,25/02/2017,3184,1,-37.8817,144.984,8989
Elwood,3,h,1675000,25/02/2017,3184,1,-37.8865,144.9891,8989
Elwood,1,u,470000,25/02/2017,3184,1,-37.8839,144.9848,8989
Elwood,2,u,640000,25/02/2017,3184,0,-37.8757,144.987,8989
Elwood,2,u,932000,25/02/2017,3184,1,-37.8818,144.9918,8989
Elwood,2,u,645000,25/02/2017,3184,1,-37.8842,144.9829,8989
Elwood,1,u,347000,25/02/2017,3184,1,-37.8839,144.9903,8989
Elwood,2,u,875000,26/07/2016,3184,1,-37.8725,144.9854,8989
Footscray,1,u,227000,04/03/2017,3011,1,-37.7907,144.8924,7570
Footscray,4,t,841000,04/03/2017,3011,2,-37.7959,144.8989,7570
Footscray,2,u,605000,04/03/2017,3011,3,-37.8044,144.9064,7570
Footscray,2,u,305000,04/03/2017,3011,1,-37.8014,144.8959,7570
Footscray,3,u,674000,11/02/2017,3011,1,-37.8016,144.9082,7570
Footscray,3,t,820000,18/03/2017,3011,1,-37.8021,144.8976,7570
Footscray,1,u,210000,18/03/2017,3011,1,-37.7878,144.8904,7570
Footscray,3,h,875000,18/03/2017,3011,0,-37.8022,144.8924,7570
Footscray,2,u,315000,25/02/2017,3011,1,-37.7899,144.893,7570
Footscray,3,h,740000,25/02/2017,3011,1,-37.8059,144.901,7570
Footscray,2,u,360000,25/02/2017,3011,1,-37.8012,144.8964,7570
Glen Iris,4,h,3110000,04/03/2017,3146,4,-37.853,145.0491,10412
Glen Iris,3,h,1780000,04/03/2017,3146,2,-37.8599,145.0898,10412
Glen Iris,3,h,1425000,04/03/2017,3146,2,-37.8639,145.0641,10412
Glen Iris,4,h,1800000,12/11/2016,3146,2,-37.8566,145.0439,10412
Glen Iris,4,h,2016000,18/03/2017,3146,3,-37.8561,145.0864,10412
Glen Iris,5,h,3085000,18/03/2017,3146,3,-37.8582,145.0715,10412
Glen Iris,3,h,1710000,18/03/2017,3146,3,-37.8556,145.0499,10412
Glen Iris,3,h,1770000,18/03/2017,3146,3,-37.8503,145.0754,10412
Glen Iris,3,h,1765000,18/03/2017,3146,2,-37.8505,145.0852,10412
Glen Iris,4,h,1950000,25/02/2017,3146,2,-37.8561,145.0934,10412
Glen Iris,3,h,2200000,25/02/2017,3146,2,-37.8553,145.0711,10412
Glen Iris,3,h,1751000,25/02/2017,3146,3,-37.8542,145.0733,10412
Glen Iris,4,h,1857000,25/02/2017,3146,3,-37.8536,145.0547,10412
Glen Iris,1,u,375000,25/02/2017,3146,1,-37.8597,145.0571,10412
Glen Iris,2,u,720000,25/02/2017,3146,2,-37.8468,145.0515,10412
Glen Iris,3,h,1500000,25/02/2017,3146,3,-37.8471,145.051,10412
Glen Iris,4,h,2725000,25/02/2017,3146,2,-37.8521,145.0657,10412
Glen Iris,2,h,1723000,26/07/2016,3146,1,-37.8464,145.0511,10412
Glenroy,4,h,550000,04/03/2017,3046,1,-37.6964,144.9314,8870
Glenroy,3,h,822000,04/03/2017,3046,4,-37.6988,144.9438,8870
Glenroy,3,h,980000,04/03/2017,3046,3,-37.7115,144.9147,8870
Glenroy,2,u,230000,18/03/2017,3046,1,-37.702,144.9154,8870
Glenroy,4,t,607000,18/03/2017,3046,2,-37.7102,144.9112,8870
Glenroy,3,h,765500,18/06/2016,3046,2,-37.6955,144.9389,8870
Glenroy,3,h,500000,25/02/2017,3046,4,-37.695,144.9271,8870
Glenroy,3,h,762700,25/02/2017,3046,4,-37.7097,144.9351,8870
Glenroy,2,u,465000,25/02/2017,3046,1,-37.7081,144.912,8870
Glenroy,2,h,741250,25/02/2017,3046,1,-37.7067,144.9331,8870
Gowanbrae,3,h,500000,04/03/2017,3043,1,-37.7071,144.8959,1071
Gowanbrae,3,h,504000,06/08/2016,3043,1,-37.709,144.8964,1071
Gowanbrae,3,h,540000,19/11/2016,3043,1,-37.704,144.8989,1071
Hadfield,3,h,840000,04/03/2017,3046,2,-37.7114,144.9378,2606
Hadfield,5,h,585000,04/06/2016,3046,1,-37.711,144.9481,2606
Hadfield,3,t,750000,12/06/2016,3046,2,-37.715,144.9475,2606
Hadfield,2,h,715888,25/02/2017,3046,1,-37.7099,144.938,2606
Hadfield,4,h,650000,26/07/2016,3046,4,-37.7096,144.9404,2606
Hampton,3,h,1560000,04/03/2017,3188,3,-37.9399,145.0204,5454
Hampton,2,u,680000,04/03/2017,3188,2,-37.939,145.0219,5454
Hampton,3,h,1715000,04/03/2017,3188,2,-37.9358,145.018,5454
Hampton,4,h,2600000,12/06/2016,3188,2,-37.944,145.0015,5454
Hampton,5,h,3201000,18/03/2017,3188,2,-37.9416,145.0107,5454
Hampton,2,u,875500,18/03/2017,3188,1,-37.9442,145.0018,5454
Hampton,3,t,1400000,18/03/2017,3188,1,-37.9427,145.0084,5454
Hampton,3,u,1457500,18/03/2017,3188,2,-37.9371,145.0035,5454
Hampton,5,h,2600000,18/03/2017,3188,2,-37.9332,145.0226,5454
Hampton,2,h,1465000,18/03/2017,3188,2,-37.9323,145.0225,5454
Hampton,2,u,800000,25/02/2017,3188,2,-37.9444,145.0231,5454
Hampton,4,h,3325000,25/02/2017,3188,2,-37.9449,145.0068,5454
Hampton,2,u,691000,25/02/2017,3188,1,-37.9392,145.0186,5454
Hampton,2,u,450000,25/02/2017,3188,1,-37.9462,145.0212,5454
Hampton,2,u,738000,26/07/2016,3188,2,-37.9395,145.0001,5454
Hampton East,3,h,952000,12/11/2016,3188,2,-37.9356,145.0268,2356
Hampton East,3,h,926000,18/06/2016,3188,2,-37.9431,145.0267,2356
Hampton East,2,u,472000,25/02/2017,3188,1,-37.933,145.0322,2356
Hampton East,3,h,1471000,25/02/2017,3188,2,-37.9362,145.0339,2356
Hawthorn,2,u,575000,04/03/2017,3122,1,-37.8263,145.0257,11308
Hawthorn,2,u,600000,04/03/2017,3122,1,-37.816,145.0272,11308
Hawthorn,1,u,492000,04/03/2017,3122,1,-37.8299,145.0422,11308
Hawthorn,2,u,891000,04/06/2016,3122,1,-37.8186,145.017,11308
Hawthorn,3,h,2065000,12/06/2016,3122,1,-37.8165,145.021,11308
Hawthorn,3,h,1560000,18/03/2017,3122,0,-37.8169,145.0234,11308
Hawthorn,2,h,2265000,18/03/2017,3122,1,-37.8173,145.0248,11308
Hawthorn,3,u,840000,18/03/2017,3122,2,-37.8268,145.0344,11308
Hawthorn,3,h,1780000,18/03/2017,3122,2,-37.824,145.0427,11308
Hawthorn,2,u,605000,18/03/2017,3122,1,-37.8268,145.0257,11308
Hawthorn,2,h,1535000,25/02/2017,3122,0,-37.8198,145.0245,11308
Hawthorn,2,u,612500,25/02/2017,3122,1,-37.8183,145.0423,11308
Hawthorn,3,h,2410000,25/02/2017,3122,0,-37.8169,145.021,11308
Hawthorn,2,u,690000,25/02/2017,3122,1,-37.818,145.0268,11308
Hawthorn,2,u,695000,26/07/2016,3122,1,-37.8305,145.0341,11308
Heidelberg Heights,4,h,1370000,04/03/2017,3081,4,-37.746,145.0511,2947
Heidelberg Heights,2,h,757000,04/03/2017,3081,2,-37.7494,145.0538,2947
Heidelberg Heights,3,h,740600,04/06/2016,3081,2,-37.7375,145.0586,2947
Heidelberg Heights,2,h,584000,12/06/2016,3081,1,-37.7418,145.0513,2947
Heidelberg Heights,3,h,850000,25/02/2017,3081,1,-37.7483,145.0479,2947
Heidelberg Heights,2,h,510000,25/02/2017,3081,2,-37.7421,145.0491,2947
Heidelberg Heights,3,h,1100000,25/02/2017,3081,0,-37.7532,145.0554,2947
Heidelberg Heights,3,h,915000,25/02/2017,3081,1,-37.7416,145.0481,2947
Heidelberg Heights,2,u,400000,26/07/2016,3081,1,-37.747,145.0575,2947
Heidelberg West,3,h,830000,04/03/2017,3081,0,-37.737,145.0364,2674
Heidelberg West,3,h,652000,11/02/2017,3081,0,-37.7356,145.0448,2674
Heidelberg West,2,h,515500,12/11/2016,3081,1,-37.7441,145.0379,2674
Heidelberg West,2,h,752000,18/03/2017,3081,0,-37.7469,145.0399,2674
Heidelberg West,2,h,777000,18/03/2017,3081,0,-37.7443,145.0452,2674
Heidelberg West,2,h,680000,18/03/2017,3081,1,-37.7385,145.0387,2674
Heidelberg West,3,h,480000,18/06/2016,3081,1,-37.739,145.0481,2674
Heidelberg West,2,h,715000,25/02/2017,3081,3,-37.7415,145.0391,2674
Heidelberg West,1,h,636000,26/07/2016,3081,1,-37.7454,145.0397,2674
Hughesdale,3,h,1316000,06/08/2016,3166,2,-37.9072,145.0762,3145
Hughesdale,4,h,1167500,26/07/2016,3166,1,-37.898,145.0815,3145
Ivanhoe,4,h,2265000,04/03/2017,3079,2,-37.7652,145.041,5549
Ivanhoe,3,h,1680000,04/03/2017,3079,2,-37.7714,145.0455,5549
Ivanhoe,2,u,440000,04/03/2017,3079,0,-37.7711,145.047,5549
Ivanhoe,4,h,2350000,04/03/2017,3079,2,-37.7641,145.0501,5549
Ivanhoe,3,t,962000,04/03/2017,3079,1,-37.7668,145.0434,5549
Ivanhoe,3,h,981000,04/06/2016,3079,2,-37.76,145.0326,5549
Ivanhoe,3,h,1220000,11/02/2017,3079,1,-37.7634,145.0361,5549
Ivanhoe,2,h,1910000,18/03/2017,3079,2,-37.7784,145.0394,5549
Ivanhoe,3,h,1029000,25/02/2017,3079,1,-37.7643,145.0336,5549
Ivanhoe,4,h,1758000,25/02/2017,3079,2,-37.7607,145.0456,5549
Keilor East,3,h,700000,04/03/2017,3033,2,-37.7514,144.8731,5629
Keilor East,3,h,675000,04/03/2017,3033,1,-37.7496,144.8589,5629
Keilor East,4,h,816000,04/03/2017,3033,1,-37.7482,144.877,5629
Keilor East,3,h,915000,11/03/2017,3033,2,-37.7359,144.868,5629
Keilor East,3,h,976000,12/11/2016,3033,2,-37.7459,144.8788,5629
Keilor East,3,t,680000,18/03/2017,3033,2,-37.749,144.8599,5629
Keilor East,4,h,871000,18/06/2016,3033,2,-37.7361,144.8691,5629
Keilor East,3,h,875000,26/07/2016,3033,2,-37.7362,144.8643,5629
Kensington,2,u,630000,04/03/2017,3031,1,-37.7886,144.9328,5263
Kensington,3,t,845000,04/03/2017,3031,1,-37.7907,144.9247,5263
Kensington,2,u,492500,04/06/2016,3031,1,-37.7974,144.9261,5263
Kensington,3,u,570000,11/03/2017,3031,2,-37.7897,144.9239,5263
Kensington,1,u,370000,12/06/2016,3031,1,-37.7961,144.9261,5263
Kensington,2,h,732000,18/06/2016,3031,1,-37.7934,144.9166,5263
Kensington,3,h,1335000,25/02/2017,3031,3,-37.7917,144.9251,5263
Kensington,2,h,868000,25/02/2017,3031,1,-37.7921,144.9234,5263
Kensington,2,h,960000,26/07/2016,3031,0,-37.7963,144.9327,5263
Kew,2,u,630000,04/03/2017,3101,2,-37.8003,145.0375,10331
Kew,4,h,1690000,04/03/2017,3101,1,-37.8034,145.0283,10331
Kew,2,u,610000,04/03/2017,3101,1,-37.8024,145.0346,10331
Kew,3,h,1490000,04/03/2017,3101,2,-37.8093,145.0299,10331
Kew,4,h,2315000,11/03/2017,3101,0,-37.8125,145.043,10331
Kew,3,t,800000,12/11/2016,3101,2,-37.796,145.0324,10331
Kew,3,h,1476000,18/03/2017,3101,2,-37.7997,145.046,10331
Kew,4,h,2590000,18/03/2017,3101,2,-37.8124,145.0361,10331
Kew,4,h,2625000,18/03/2017,3101,2,-37.8083,145.0418,10331
Kew,4,h,2265000,18/03/2017,3101,1,-37.8098,145.022,10331
Kew,4,h,2850000,25/02/2017,3101,4,-37.8037,145.0308,10331
Kew,5,h,2425000,25/02/2017,3101,2,-37.8044,145.0386,10331
Kew,2,u,610000,25/02/2017,3101,1,-37.8024,145.0346,10331
Kew,3,u,955000,25/02/2017,3101,2,-37.8063,145.0179,10331
Kew,2,t,707500,26/07/2016,3101,1,-37.7938,145.0321,10331
Kew East,5,h,1950000,04/06/2016,3102,3,-37.7923,145.0528,2671
Kew East,5,h,2100000,18/06/2016,3102,2,-37.7904,145.0548,2671
Kew East,3,h,1770000,27/06/2016,3102,1,-37.7902,145.061,2671
Maidstone,3,h,880000,04/03/2017,3012,1,-37.786,144.871,3873
Maidstone,2,u,352500,18/03/2017,3012,1,-37.7795,144.8729,3873
Maidstone,2,h,600000,18/06/2016,3012,1,-37.787,144.8654,3873
Maidstone,3,h,740000,25/02/2017,3012,2,-37.7889,144.8787,3873
Maidstone,2,h,770000,25/02/2017,3012,1,-37.7887,144.8788,3873
Maidstone,3,h,490000,26/07/2016,3012,2,-37.7844,144.8665,3873
Malvern,2,u,570500,04/03/2017,3144,2,-37.8597,145.0318,4675
Malvern,2,u,1350000,04/03/2017,3144,2,-37.8638,145.0379,4675
Malvern,3,h,3010000,18/03/2017,3144,4,-37.858,145.0351,4675
Malvern,2,u,650000,18/06/2016,3144,1,-37.8514,145.0361,4675
Malvern,4,h,1965000,25/02/2017,3144,1,-37.8638,145.0298,4675
Malvern,3,h,2325000,25/02/2017,3144,2,-37.8602,145.0399,4675
Malvern,4,h,3470000,25/02/2017,3144,2,-37.868,145.038,4675
Malvern,2,u,740000,25/02/2017,3144,1,-37.8597,145.0322,4675
Malvern,5,h,2325000,25/02/2017,3144,2,-37.8631,145.0353,4675
Malvern East,2,u,447000,04/03/2017,3145,1,-37.8769,145.0471,8801
Malvern East,4,h,2200000,04/03/2017,3145,2,-37.8717,145.0403,8801
Malvern East,4,h,2200000,04/03/2017,3145,2,-37.8742,145.0614,8801
Malvern East,2,u,790000,04/03/2017,3145,2,-37.8796,145.0876,8801
Malvern East,4,h,2250000,04/03/2017,3145,2,-37.8753,145.0532,8801
Malvern East,4,h,1185000,04/06/2016,3145,2,-37.8783,145.0869,8801
Malvern East,3,h,1555000,12/06/2016,3145,2,-37.8734,145.0887,8801
Malvern East,3,t,1120000,18/03/2017,3145,2,-37.8823,145.0839,8801
Malvern East,3,h,1625000,18/03/2017,3145,1,-37.8769,145.052,8801
Malvern East,3,h,1500000,18/03/2017,3145,2,-37.8799,145.0738,8801
Malvern East,2,h,2412000,25/02/2017,3145,4,-37.8846,145.087,8801
Malvern East,4,t,2560000,25/02/2017,3145,2,-37.8704,145.0503,8801
Malvern East,3,h,960000,25/02/2017,3145,1,-37.8733,145.0883,8801
Maribyrnong,2,u,495000,18/03/2017,3032,2,-37.7752,144.8925,4918
Maribyrnong,3,t,820000,18/03/2017,3032,2,-37.7719,144.8767,4918
Maribyrnong,3,h,456000,18/03/2017,3032,2,-37.7737,144.8816,4918
Maribyrnong,2,u,566000,18/06/2016,3032,1,-37.7853,144.8944,4918
Maribyrnong,4,h,1117000,25/02/2017,3032,2,-37.7822,144.8922,4918
Maribyrnong,2,u,420000,25/02/2017,3032,1,-37.7678,144.8899,4918
Maribyrnong,5,t,1000000,25/02/2017,3032,2,-37.7843,144.8939,4918
Maribyrnong,4,h,770000,26/07/2016,3032,2,-37.7817,144.8916,4918
Melbourne,2,u,780000,04/06/2016,3000,1,-37.8095,144.9691,17496
Melbourne,2,u,545000,12/11/2016,3000,1,-37.8188,144.9544,17496
Melbourne,2,u,650000,18/03/2017,3000,1,-37.8138,144.952,17496
Melbourne,2,u,483000,18/03/2017,3000,1,-37.8106,144.9646,17496
Middle Park,2,u,535000,04/06/2016,3206,1,-37.8474,144.9625,2019
Middle Park,3,h,2623000,26/07/2016,3206,2,-37.8536,144.9625,2019
Mont Albert,4,h,2335000,18/03/2017,3127,2,-37.8118,145.1065,2079
Mont Albert,4,h,2000000,18/06/2016,3127,1,-37.8197,145.1106,2079
Moonee Ponds,6,h,2150000,04/03/2017,3039,2,-37.77,144.9189,6232
Moonee Ponds,5,h,1730000,04/03/2017,3039,1,-37.7696,144.9229,6232
Moonee Ponds,3,h,1440000,04/03/2017,3039,1,-37.7698,144.9214,6232
Moonee Ponds,4,h,1225000,04/03/2017,3039,1,-37.7692,144.9057,6232
Moonee Ponds,4,h,1445000,07/05/2016,3039,2,-37.7617,144.9272,6232
Moonee Ponds,3,h,1260000,11/02/2017,3039,1,-37.7708,144.9234,6232
Moonee Ponds,4,h,1637000,12/11/2016,3039,3,-37.7701,144.9287,6232
Moonee Ponds,5,t,980000,18/03/2017,3039,2,-37.7615,144.9333,6232
Moonee Ponds,2,h,1055000,18/03/2017,3039,1,-37.7642,144.9195,6232
Moonee Ponds,2,u,440000,18/03/2017,3039,1,-37.7715,144.9155,6232
Moonee Ponds,3,h,1435000,18/03/2017,3039,3,-37.7608,144.9322,6232
Moonee Ponds,4,h,1275000,18/03/2017,3039,1,-37.7649,144.9091,6232
Moorabbin,3,h,1110000,04/03/2017,3189,4,-37.9386,145.0585,2555
Moorabbin,2,h,950000,04/06/2016,3189,3,-37.9424,145.0464,2555
Moorabbin,4,h,1016000,11/02/2017,3189,2,-37.9443,145.0444,2555
Moorabbin,3,t,910000,12/11/2016,3189,2,-37.9412,145.0491,2555
Moorabbin,2,u,639000,19/11/2016,3189,1,-37.9355,145.0485,2555
Newport,3,h,785000,04/03/2017,3015,2,-37.8447,144.8654,5498
Newport,3,h,810000,12/11/2016,3015,1,-37.847,144.8734,5498
Newport,4,h,1115000,18/03/2017,3015,1,-37.8423,144.8795,5498
Newport,3,h,1675000,18/03/2017,3015,2,-37.8468,144.8912,5498
Newport,3,h,1176000,18/06/2016,3015,2,-37.8466,144.8636,5498
Newport,3,h,1199000,25/02/2017,3015,3,-37.841,144.8878,5498
Newport,3,h,1100000,25/02/2017,3015,1,-37.8446,144.8859,5498
Newport,5,h,2015000,25/02/2017,3015,4,-37.8366,144.8769,5498
Newport,4,t,930000,26/07/2016,3015,3,-37.8468,144.874,5498
Niddrie,2,u,457000,04/06/2016,3042,1,-37.7467,144.8906,2291
Niddrie,3,h,991000,11/02/2017,3042,1,-37.7368,144.8856,2291
Niddrie,3,u,970000,12/11/2016,3042,1,-37.7377,144.888,2291
Niddrie,3,h,773000,18/06/2016,3042,2,-37.7324,144.8765,2291
Niddrie,3,u,773000,26/07/2016,3042,1,-37.7383,144.8898,2291
North Melbourne,3,h,1340000,04/03/2017,3051,0,-37.7987,144.9497,6821
North Melbourne,2,t,1105000,04/03/2017,3051,1,-37.8018,144.9429,6821
North Melbourne,2,t,841000,04/03/2017,3051,1,-37.7953,144.9437,6821
North Melbourne,2,u,528500,04/06/2016,3051,1,-37.7988,144.9475,6821
North Melbourne,2,u,450000,12/11/2016,3051,1,-37.7988,144.9478,6821
North Melbourne,2,u,560000,25/02/2017,3051,1,-37.7997,144.9472,6821
North Melbourne,2,h,800000,27/06/2016,3051,1,-37.8014,144.9488,6821
Northcote,2,h,1035000,04/03/2017,3070,0,-37.7709,144.9964,11364
Northcote,3,h,1980000,04/03/2017,3070,4,-37.7664,145.0121,11364
Northcote,2,u,592000,04/03/2017,3070,2,-37.7828,145.0096,11364
Northcote,3,h,1335000,04/03/2017,3070,3,-37.7683,145.0156,11364
Northcote,3,h,1710000,04/06/2016,3070,1,-37.7798,144.9952,11364
Northcote,4,h,1310000,12/06/2016,3070,2,-37.7709,145.0057,11364
Northcote,2,u,665000,18/03/2017,3070,1,-37.7715,145.0075,11364
Northcote,2,h,1085000,18/03/2017,3070,1,-37.7661,145.0001,11364
Northcote,3,h,2315000,18/03/2017,3070,2,-37.7822,144.9935,11364
Northcote,2,h,1170000,18/06/2016,3070,3,-37.7666,145.0132,11364
Northcote,2,u,692000,25/02/2017,3070,1,-37.7765,144.9984,11364
Northcote,3,t,980000,25/02/2017,3070,2,-37.7678,144.9853,11364
Oak Park,3,t,770000,11/02/2017,3046,2,-37.7182,144.9244,2651
Oak Park,5,h,1100000,12/11/2016,3046,4,-37.7207,144.9263,2651
Oak Park,4,h,840000,18/06/2016,3046,2,-37.7143,144.9096,2651
Oakleigh South,3,h,782000,11/03/2017,3167,2,-37.9244,145.0885,3692
Oakleigh South,2,h,580000,12/06/2016,3167,2,-37.9249,145.0943,3692
Oakleigh South,6,h,1900000,18/03/2017,3167,6,-37.9099,145.0875,3692
Oakleigh South,2,h,752500,18/06/2016,3167,1,-37.9191,145.0855,3692
Oakleigh South,3,h,1067000,25/02/2017,3167,2,-37.9196,145.0876,3692
Oakleigh South,4,h,1310000,25/02/2017,3167,4,-37.9239,145.0943,3692
Oakleigh South,3,h,800000,25/02/2017,3167,2,-37.918,145.1064,3692
Oakleigh South,3,h,1260500,26/07/2016,3167,1,-37.9178,145.0872,3692
Parkville,1,u,395000,11/02/2017,3052,1,-37.7827,144.9575,2309
Parkville,3,h,2236000,27/06/2016,3052,1,-37.7934,144.9562,2309
Pascoe Vale,3,u,600000,04/03/2017,3044,1,-37.7234,144.9497,7485
Pascoe Vale,3,h,1465000,04/03/2017,3044,2,-37.7308,144.9397,7485
Pascoe Vale,4,h,955000,04/03/2017,3044,2,-37.731,144.9486,7485
Pascoe Vale,3,h,767000,04/03/2017,3044,1,-37.7187,144.9432,7485
Pascoe Vale,4,h,1196000,04/03/2017,3044,2,-37.7236,144.9347,7485
Pascoe Vale,3,h,731000,04/06/2016,3044,2,-37.7178,144.9422,7485
Pascoe Vale,3,h,810000,11/02/2017,3044,1,-37.7315,144.9399,7485
Pascoe Vale,2,h,920000,11/03/2017,3044,2,-37.7238,144.9384,7485
Pascoe Vale,4,h,822000,18/03/2017,3044,2,-37.7319,144.9461,7485
Pascoe Vale,3,h,983000,18/03/2017,3044,2,-37.7304,144.9463,7485
Pascoe Vale,3,h,600000,18/03/2017,3044,3,-37.7195,144.9513,7485
Pascoe Vale,3,h,960000,25/02/2017,3044,2,-37.7253,144.938,7485
Pascoe Vale,4,h,985000,25/02/2017,3044,2,-37.7268,144.9401,7485
Pascoe Vale,4,h,820000,25/02/2017,3044,1,-37.7326,144.9475,7485
Pascoe Vale,3,h,670000,25/02/2017,3044,1,-37.721,144.9514,7485
Port Melbourne,2,u,1250000,04/03/2017,3207,2,-37.8399,144.9287,8648
Port Melbourne,2,u,575000,04/03/2017,3207,1,-37.8415,144.9412,8648
Port Melbourne,4,h,1915000,04/03/2017,3207,1,-37.8371,144.921,8648
Port Melbourne,3,h,1630000,04/03/2017,3207,2,-37.8395,144.9343,8648
Port Melbourne,2,h,1000000,04/06/2016,3207,0,-37.8327,144.9474,8648
Port Melbourne,3,h,1515000,18/03/2017,3207,0,-37.8347,144.9368,8648
Port Melbourne,2,h,1155000,18/03/2017,3207,0,-37.8329,144.9455,8648
Port Melbourne,2,h,1150000,18/03/2017,3207,0,-37.8361,144.9403,8648
Port Melbourne,2,h,1400000,25/02/2017,3207,1,-37.8346,144.9453,8648
Port Melbourne,3,h,1520000,25/02/2017,3207,1,-37.8363,144.9336,8648
Port Melbourne,3,h,1655000,25/02/2017,3207,1,-37.8329,144.942,8648
Port Melbourne,1,u,600000,25/02/2017,3207,1,-37.8443,144.9437,8648
Port Melbourne,1,h,1014000,26/07/2016,3207,0,-37.835,144.9444,8648
Prahran,1,u,492000,04/03/2017,3181,1,-37.851,144.988,7717
Prahran,1,u,500500,04/03/2017,3181,1,-37.857,145.0027,7717
Prahran,3,h,1240000,04/03/2017,3181,0,-37.8527,145.0088,7717
Prahran,3,u,1400000,04/06/2016,3181,2,-37.847,144.9936,7717
Prahran,2,u,841000,18/03/2017,3181,1,-37.847,144.9936,7717
Prahran,2,u,570000,18/03/2017,3181,1,-37.8588,145.0024,7717
Prahran,2,u,480000,18/03/2017,3181,2,-37.8592,145.0054,7717
Prahran,2,h,1310000,18/03/2017,3181,1,-37.8528,145.0017,7717
Prahran,3,h,1530000,18/03/2017,3181,0,-37.8498,145.0039,7717
Prahran,2,u,560000,18/03/2017,3181,1,-37.8506,144.9919,7717
Prahran,3,h,1720000,25/02/2017,3181,2,-37.8562,145.0042,7717
Prahran,3,h,1050000,25/02/2017,3181,1,-37.85,144.9876,7717
Prahran,2,h,1582000,25/02/2017,3181,0,-37.8572,145.0066,7717
Preston,2,h,835000,04/03/2017,3072,1,-37.7311,144.9863,14577
Preston,3,h,637000,04/03/2017,3072,2,-37.7423,145.0194,14577
Preston,3,h,1265000,04/03/2017,3072,1,-37.7471,144.9877,14577
Preston,3,h,1100000,04/03/2017,3072,3,-37.7413,145.0203,14577
Preston,4,h,1082000,04/03/2017,3072,3,-37.7339,145.0189,14577
Preston,2,t,715000,04/03/2017,3072,1,-37.7343,145.0025,14577
Preston,5,h,630000,04/03/2017,3072,3,-37.7309,145.0151,14577
Preston,2,h,837000,04/03/2017,3072,3,-37.7508,145.0209,14577
Preston,3,h,990000,11/03/2017,3072,2,-37.7344,145.008,14577
Preston,2,u,512000,11/03/2017,3072,1,-37.7293,144.9931,14577
Preston,3,h,600000,12/06/2016,3072,3,-37.739,145.0238,14577
Preston,2,t,660000,18/03/2017,3072,1,-37.7479,145.0153,14577
Preston,2,u,436000,18/03/2017,3072,1,-37.7377,144.9899,14577
Preston,2,h,876000,18/03/2017,3072,2,-37.733,144.9961,14577
Preston,2,h,910000,18/03/2017,3072,1,-37.7495,145.0092,14577
Preston,3,h,1000000,18/03/2017,3072,2,-37.7445,144.9917,14577
Preston,3,h,800000,18/03/2017,3072,2,-37.7321,145.0248,14577
Preston,3,h,928000,18/03/2017,3072,1,-37.7307,145.0097,14577
Preston,3,h,1070000,18/03/2017,3072,2,-37.7358,144.9889,14577
Preston,2,h,565000,18/06/2016,3072,2,-37.7351,145.0271,14577
Preston,2,u,425000,25/02/2017,3072,1,-37.7476,145.0026,14577
Preston,2,u,515000,25/02/2017,3072,1,-37.7351,145.0323,14577
Preston,3,h,1040000,25/02/2017,3072,2,-37.7366,145.0063,14577
Preston,2,h,520000,25/02/2017,3072,2,-37.7331,145.0341,14577
Preston,3,u,605000,26/07/2016,3072,2,-37.7277,144.9851,14577
Reservoir,3,h,805000,04/03/2017,3073,2,-37.7286,145.0059,21650
Reservoir,4,h,770000,04/03/2017,3073,2,-37.6997,145.0043,21650
Reservoir,3,u,645000,04/03/2017,3073,2,-37.7183,145.0164,21650
Reservoir,3,h,1005000,04/03/2017,3073,4,-37.7266,145.0004,21650
Reservoir,2,h,931000,04/03/2017,3073,1,-37.7279,145.0136,21650
Reservoir,2,h,810000,04/03/2017,3073,2,-37.702,145.0071,21650
Reservoir,2,h,555000,11/02/2017,3073,2,-37.71,145.0082,21650
Reservoir,2,t,350000,11/02/2017,3073,1,-37.7091,145.0255,21650
Reservoir,3,h,540000,11/02/2017,3073,2,-37.7257,145.0243,21650
