Suburb,Rooms,Type,Price,Method,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,CouncilArea,Propertycount
Brighton,3,h,1900000,S,20/05/2017,11.2,3186,3,2,3,503,,Bayside,10579
Brighton,2,u,1002500,S,20/05/2017,11.2,3186,2,1,1,118,,Bayside,10579
Brighton,4,h,2415000,S,20/05/2017,11.2,3186,4,3,2,402,,Bayside,10579
Brighton,2,t,1055000,S,20/05/2017,11.2,3186,2,1,2,211,,Bayside,10579
Brighton,3,t,1990000,S,22/04/2017,11.2,3186,3,2,2,0,189,Bayside,10579
Brighton,3,h,3025000,PI,22/04/2017,11.2,3186,3,2,4,649,195,Bayside,10579
Brighton,3,h,1502000,S,22/04/2017,11.2,3186,3,1,1,431,,Bayside,10579
Brighton,3,u,1221000,S,22/04/2017,11.2,3186,3,2,2,0,109,Bayside,10579
Brighton,4,h,2550000,SP,29/04/2017,11.2,3186,4,3,2,263,,Bayside,10579
Brighton,2,t,1470000,S,29/04/2017,11.2,3186,2,1,1,238,,Bayside,10579
Brighton East,3,u,725000,S,08/04/2017,10.7,3187,3,1,1,137,,Bayside,6938
Brighton East,5,h,2140000,S,13/05/2017,10.7,3187,5,2,2,780,206,Bayside,6938
Brighton East,4,h,1630000,S,13/05/2017,10.7,3187,4,2,1,596,,Bayside,6938
Brighton East,2,u,910000,S,13/05/2017,10.7,3187,2,1,3,238,,Bayside,6938
Brighton East,3,h,1975000,S,13/05/2017,10.7,3187,3,1,2,688,,Bayside,6938
Brighton East,3,h,1635000,S,13/05/2017,10.7,3187,3,1,1,597,131,Bayside,6938
Brighton East,8,h,1880000,VB,13/05/2017,10.7,3187,8,3,3,614,,Bayside,6938
Brighton East,3,h,1743000,S,13/05/2017,10.7,3187,3,1,2,590,,Bayside,6938
Brighton East,3,h,2291000,S,20/05/2017,10.7,3187,3,2,2,530,,Bayside,6938
Brighton East,3,h,1270000,VB,20/05/2017,10.7,3187,3,1,3,724,,,6938
Brighton East,3,h,1400000,S,20/05/2017,10.7,3187,3,1,2,677,,Bayside,6938
Brighton East,3,h,1640000,S,22/04/2017,10.7,3187,3,1,1,590,,Bayside,6938
Brighton East,4,t,1700000,PI,29/04/2017,10.7,3187,4,3,2,312,118,Bayside,6938
Brighton East,5,h,1900000,PI,29/04/2017,10.7,3187,5,3,2,583,271,Bayside,6938
Brighton East,3,t,972000,S,29/04/2017,10.7,3187,3,2,1,119,160,Bayside,6938
Brunswick,3,h,1652000,S,06/05/2017,5.2,3056,3,1,2,506,196.8,Moreland,11918
Brunswick,2,u,735000,SP,06/05/2017,5.2,3056,2,1,2,173,77,Moreland,11918
Brunswick,3,h,1210000,S,06/05/2017,5.2,3056,3,1,0,282,112,Moreland,11918
Brunswick,1,h,412000,S,08/04/2017,5.2,3056,1,1,1,85,,Moreland,11918
Brunswick,1,u,528000,S,08/04/2017,5.2,3056,1,1,1,0,58,Moreland,11918
Brunswick,3,h,1115000,S,08/04/2017,5.2,3056,3,1,1,249,116,Moreland,11918
Brunswick,3,h,1300000,VB,08/04/2017,5.2,3056,3,2,3,299,,Moreland,11918
Brunswick,2,u,320000,S,08/04/2017,5.2,3056,2,1,1,638,48,Moreland,11918
Brunswick,4,h,1500000,PI,08/04/2017,5.2,3056,4,2,1,459,,Moreland,11918
Brunswick,3,h,1260000,S,08/04/2017,5.2,3056,3,2,1,192,120,Moreland,11918
Brunswick,4,h,1210000,SP,08/04/2017,5.2,3056,4,2,1,373,200,Moreland,11918
Brunswick,3,h,1200000,S,08/04/2017,5.2,3056,3,1,1,318,,Moreland,11918
Brunswick,1,u,315000,S,08/04/2017,5.2,3056,1,1,1,1403,,Moreland,11918
Brunswick,2,h,830000,VB,13/05/2017,5.2,3056,2,1,1,153,,Moreland,11918
Brunswick,4,h,1385000,PI,13/05/2017,5.2,3056,4,2,4,650,173.45,Moreland,11918
Brunswick,3,t,981000,SP,13/05/2017,5.2,3056,3,2,1,122,140,Moreland,11918
Brunswick,1,u,418000,SP,13/05/2017,5.2,3056,1,1,1,0,51,Moreland,11918
Brunswick,2,u,585000,PI,20/05/2017,5.2,3056,2,1,1,430,258,Moreland,11918
Brunswick,4,h,1900000,VB,20/05/2017,5.2,3056,4,3,2,0,212,Moreland,11918
Brunswick,3,h,1450000,S,20/05/2017,5.2,3056,3,1,2,304,,Moreland,11918
Brunswick,1,h,1200000,S,22/04/2017,5.2,3056,1,1,0,225,,Moreland,11918
Brunswick,2,t,600000,PI,22/04/2017,5.2,3056,2,1,1,109,,Moreland,11918
Brunswick,3,h,1075000,S,22/04/2017,5.2,3056,3,1,0,222,,Moreland,11918
Brunswick,2,h,884000,SP,22/04/2017,5.2,3056,2,1,0,148,75,Moreland,11918
Brunswick,3,h,957000,SP,22/04/2017,5.2,3056,3,1,2,80,,Moreland,11918
Brunswick,2,u,480000,VB,22/04/2017,5.2,3056,2,1,1,557,57,Moreland,11918
Brunswick,4,h,1650000,S,29/04/2017,5.2,3056,4,2,4,670,,Moreland,11918
Brunswick,3,h,1440000,S,29/04/2017,5.2,3056,3,1,1,408,,Moreland,11918
Brunswick,2,h,955000,S,29/04/2017,5.2,3056,2,1,0,1328,,Moreland,11918
Brunswick East,4,h,1310000,S,08/04/2017,4.5,3057,4,1,2,449,159,Moreland,5533
Brunswick East,2,h,1283000,S,13/05/2017,4.5,3057,2,1,1,263,109,Moreland,5533
Brunswick East,2,h,1025000,S,13/05/2017,4.5,3057,2,1,0,121,,Moreland,5533
Brunswick East,2,h,1015000,S,13/05/2017,4.5,3057,2,1,0,137,67,Moreland,5533
Brunswick East,2,u,500000,S,13/05/2017,4.5,3057,2,1,1,1556,,Moreland,5533
Brunswick East,2,u,550000,SP,13/05/2017,4.5,3057,2,1,1,1611,,Moreland,5533
Brunswick East,2,u,460000,SP,13/05/2017,4.5,3057,2,1,1,0,,Moreland,5533
Brunswick East,1,h,1185000,S,13/05/2017,4.5,3057,1,1,0,365,,Moreland,5533
Brunswick East,2,u,435000,SP,13/05/2017,4.5,3057,2,1,1,0,70,Moreland,5533
Brunswick East,2,t,690000,S,20/05/2017,4.5,3057,2,1,1,3886,,Moreland,5533
Brunswick East,1,u,385000,VB,20/05/2017,4.5,3057,1,1,1,0,,Moreland,5533
Brunswick East,2,u,632000,S,20/05/2017,4.5,3057,2,1,2,65,,Moreland,5533
Brunswick East,2,u,835000,SP,20/05/2017,4.5,3057,2,1,2,0,96,Moreland,5533
Brunswick East,3,h,1500000,S,22/04/2017,4.5,3057,3,1,3,446,125,Moreland,5533
Brunswick West,2,u,407500,SP,06/05/2017,5.9,3055,2,1,1,1097,67,Moreland,7082
Brunswick West,3,t,670000,S,06/05/2017,5.9,3055,3,1,2,176,,Moreland,7082
Brunswick West,2,h,825000,PI,06/05/2017,5.9,3055,2,1,0,207,77,Moreland,7082
Brunswick West,3,h,645000,SP,06/05/2017,5.9,3055,3,3,1,131,109,Moreland,7082
Brunswick West,3,h,1222000,S,08/04/2017,5.9,3055,3,1,1,380,,Moreland,7082
Brunswick West,3,h,1060000,S,13/05/2017,5.9,3055,3,1,2,465,,Moreland,7082
Brunswick West,3,h,1220000,S,13/05/2017,5.9,3055,3,1,1,335,113,Moreland,7082
Brunswick West,3,h,1097000,S,13/05/2017,5.9,3055,3,1,1,372,,Moreland,7082
Brunswick West,3,h,1100000,VB,13/05/2017,5.9,3055,3,2,1,169,139,Moreland,7082
Brunswick West,3,h,1270000,S,20/05/2017,5.9,3055,3,1,1,526,,Moreland,7082
Brunswick West,3,t,670000,PI,20/05/2017,5.9,3055,3,1,2,109,104,Moreland,7082
Brunswick West,2,u,640000,S,20/05/2017,5.9,3055,2,1,1,559,57,Moreland,7082
Brunswick West,3,h,1200000,PI,29/04/2017,5.9,3055,3,1,2,683,,Moreland,7082
Brunswick West,2,h,545000,VB,29/04/2017,5.9,3055,2,1,1,0,59,Moreland,7082
Brunswick West,4,h,1205000,S,29/04/2017,5.9,3055,4,2,2,518,160,Moreland,7082
Bulleen,3,u,860000,S,06/05/2017,11.8,3105,3,1,1,0,110,Manningham,4480
Bulleen,2,t,599900,S,06/05/2017,11.8,3105,2,1,2,135,76,Manningham,4480
Bulleen,4,h,1540000,S,06/05/2017,11.8,3105,4,2,2,780,,Manningham,4480
Bulleen,4,t,910000,SP,06/05/2017,11.8,3105,4,2,2,190,133,Manningham,4480
Bulleen,3,h,1100000,S,08/04/2017,11.8,3105,3,2,3,709,143,Manningham,4480
Bulleen,5,h,1730000,S,13/05/2017,11.8,3105,5,4,4,564,185,Manningham,4480
Bulleen,5,h,760000,VB,20/05/2017,11.8,3105,5,2,2,411,,Manningham,4480
Bulleen,3,h,794000,S,20/05/2017,11.8,3105,3,1,0,353,,Manningham,4480
Bulleen,3,h,1360000,S,20/05/2017,11.8,3105,3,2,2,746,,Manningham,4480
Bulleen,4,h,1207000,S,22/04/2017,11.8,3105,4,1,2,607,,Manningham,4480
Burwood,6,h,1591000,S,06/05/2017,11.7,3125,6,2,2,665,209,Whitehorse,5678
Burwood,2,u,580000,S,06/05/2017,11.7,3125,2,1,1,153,,Whitehorse,5678
Burwood,2,u,605000,S,06/05/2017,11.7,3125,2,1,1,81,,Whitehorse,5678
Burwood,3,t,975000,VB,08/04/2017,11.7,3125,3,2,2,267,150,Whitehorse,5678
Burwood,3,h,1465500,S,08/04/2017,11.7,3125,3,2,3,620,,Whitehorse,5678
Burwood,2,h,870000,S,13/05/2017,11.7,3125,2,1,1,271,160,Whitehorse,5678
Burwood,3,h,1385000,S,13/05/2017,11.7,3125,3,2,4,697,,Monash,5678
Burwood,2,h,1815000,S,20/05/2017,11.7,3125,1,1,1,698,196,Whitehorse,5678
Burwood,3,h,1590000,SP,20/05/2017,11.7,3125,3,2,4,862,179.3,Monash,5678
Burwood,4,u,813000,S,20/05/2017,11.7,3125,4,1,2,360,,Whitehorse,5678
Burwood,4,h,1601000,S,29/04/2017,11.7,3125,4,2,1,863,165,Whitehorse,5678
Burwood,5,h,1225000,S,29/04/2017,11.7,3125,5,1,2,633,182,Whitehorse,5678
Camberwell,3,h,1930000,S,06/05/2017,7.8,3124,3,1,2,643,116,Boroondara,8920
Camberwell,3,h,2570000,S,06/05/2017,7.8,3124,3,2,1,766,,Boroondara,8920
Camberwell,4,h,2216000,S,08/04/2017,7.8,3124,4,2,0,670,176,Boroondara,8920
Camberwell,4,h,2110000,S,08/04/2017,7.8,3124,4,1,3,572,150,Boroondara,8920
Camberwell,2,h,855000,S,08/04/2017,7.8,3124,2,1,2,239,,Boroondara,8920
Camberwell,2,u,771000,S,08/04/2017,7.8,3124,2,1,1,512,,Boroondara,8920
Camberwell,4,h,2513000,S,13/05/2017,7.8,3124,4,2,3,696,,Boroondara,8920
Camberwell,2,h,1900000,S,13/05/2017,7.8,3124,2,1,3,633,134.3,Boroondara,8920
Camberwell,3,h,1620000,S,13/05/2017,7.8,3124,3,2,2,575,155,Boroondara,8920
Camberwell,4,h,3550000,S,13/05/2017,7.8,3124,4,2,1,790,251,Boroondara,8920
Camberwell,4,h,1980000,S,13/05/2017,7.8,3124,4,3,2,728,,Boroondara,8920
Camberwell,3,h,1861000,S,13/05/2017,7.8,3124,3,2,2,324,,Boroondara,8920
Camberwell,2,h,1402000,S,13/05/2017,7.8,3124,2,1,0,429,,Boroondara,8920
Camberwell,3,h,1905000,S,20/05/2017,7.8,3124,3,1,2,400,145,Boroondara,8920
Camberwell,4,h,5020000,S,20/05/2017,7.8,3124,4,4,3,892,,Boroondara,8920
Camberwell,4,h,2990000,S,20/05/2017,7.8,3124,4,2,2,742,280,Boroondara,8920
Camberwell,4,h,1855000,S,20/05/2017,7.8,3124,4,1,1,500,,Boroondara,8920
Camberwell,4,h,1500000,PI,22/04/2017,7.8,3124,4,2,2,468,,Boroondara,8920
Camberwell,3,u,835000,S,29/04/2017,7.8,3124,3,1,1,112,85,Boroondara,8920
Canterbury,5,h,3115000,SP,08/04/2017,9,3126,5,3,0,715,,Boroondara,3265
Canterbury,2,u,913000,S,08/04/2017,9,3126,2,1,1,0,,Boroondara,3265
Canterbury,4,h,2510000,PI,13/05/2017,9,3126,4,3,2,789,,Boroondara,3265
Canterbury,5,h,8000000,VB,13/05/2017,9,3126,5,5,4,2079,464.3,Boroondara,3265
Canterbury,3,t,1775000,VB,13/05/2017,9,3126,3,2,2,410,,Boroondara,3265
Canterbury,3,h,3725000,S,13/05/2017,9,3126,3,2,2,857,250,Boroondara,3265
Carlton North,4,h,3450000,S,13/05/2017,3.2,3054,4,2,1,515,203,Yarra,3106
Carlton North,2,h,1290000,S,13/05/2017,3.2,3054,2,1,0,119,76.77,Yarra,3106
Carlton North,3,h,1614500,S,20/05/2017,3.2,3054,3,1,0,167,,Yarra,3106
Carlton North,4,h,1550000,S,20/05/2017,3.2,3054,4,1,0,202,,Yarra,3106
Carlton North,1,u,595000,S,20/05/2017,3.2,3054,1,1,0,0,,Yarra,3106
Carlton North,3,h,1300000,PI,22/04/2017,3.2,3054,4,1,0,223,,Yarra,3106
Carlton North,5,h,2450000,S,29/04/2017,3.2,3054,5,3,2,268,,Yarra,3106
Carnegie,4,t,1201000,S,06/05/2017,11.4,3163,4,2,2,273,,Glen Eira,7822
Carnegie,2,u,635000,S,06/05/2017,11.4,3163,2,1,1,0,73,Glen Eira,7822
Carnegie,2,h,1424000,S,08/04/2017,11.4,3163,2,1,1,575,,Glen Eira,7822
Carnegie,1,u,285000,S,08/04/2017,11.4,3163,1,1,1,0,,Glen Eira,7822
Carnegie,1,u,305000,S,08/04/2017,11.4,3163,1,1,1,0,46,Glen Eira,7822
Carnegie,3,u,1105000,S,13/05/2017,11.4,3163,3,2,2,271,,Glen Eira,7822
Carnegie,3,h,1200000,PI,13/05/2017,11.4,3163,3,2,2,515,156,Glen Eira,7822
Carnegie,3,u,945000,S,20/05/2017,11.4,3163,3,1,2,1103,100,Glen Eira,7822
Carnegie,2,u,603000,S,20/05/2017,11.4,3163,2,1,1,2,,Glen Eira,7822
Carnegie,3,h,1390000,S,20/05/2017,11.4,3163,3,2,2,585,,Glen Eira,7822
Carnegie,4,h,1667000,S,20/05/2017,11.4,3163,4,2,2,615,193,Glen Eira,7822
Carnegie,1,u,330000,S,22/04/2017,11.4,3163,1,1,1,0,46,Glen Eira,7822
Carnegie,3,u,577000,S,29/04/2017,11.4,3163,3,1,1,0,84,Glen Eira,7822
Caulfield,2,u,535000,S,06/05/2017,8.9,3162,2,1,1,0,,Glen Eira,2379
Caulfield North,1,u,305000,SP,08/04/2017,8.1,3161,1,1,1,750,43,Glen Eira,6923
Caulfield North,2,u,550000,SP,08/04/2017,8.1,3161,2,1,1,0,,Glen Eira,6923
Caulfield North,2,u,655000,S,13/05/2017,8.1,3161,2,1,1,0,,Glen Eira,6923
Caulfield North,4,h,1300000,PI,20/05/2017,8.1,3161,4,1,1,443,,Glen Eira,6923
Caulfield North,4,h,1700000,S,20/05/2017,8.1,3161,4,2,2,644,,Glen Eira,6923
Caulfield North,2,u,575000,SP,20/05/2017,8.1,3161,2,1,1,0,,Glen Eira,6923
Caulfield North,2,u,742500,S,29/04/2017,8.1,3161,2,2,1,0,85,Glen Eira,6923
Caulfield South,3,t,1000000,VB,13/05/2017,9.3,3162,3,2,2,265,,Glen Eira,5051
Caulfield South,2,h,1104000,S,13/05/2017,9.3,3162,2,1,1,534,,Glen Eira,5051
Caulfield South,2,u,630000,S,20/05/2017,9.3,3162,2,1,1,0,71,Glen Eira,5051
Caulfield South,3,h,1350000,S,20/05/2017,9.3,3162,3,2,1,305,129,Glen Eira,5051
Caulfield South,2,h,997000,S,29/04/2017,9.3,3162,2,1,2,311,,Glen Eira,5051
Caulfield South,2,u,490000,S,29/04/2017,9.3,3162,2,1,1,0,61,Glen Eira,5051
Chadstone,3,u,701000,PI,08/04/2017,13.6,3148,3,2,2,235,112,Monash,3582
Chadstone,3,t,905000,S,20/05/2017,13.6,3148,3,1,2,418,132,Monash,3582
Chadstone,3,u,988000,SA,20/05/2017,13.6,3148,3,2,2,286,124,Monash,3582
Chadstone,3,t,820000,VB,20/05/2017,13.6,3148,3,2,2,213,115,Monash,3582
Clifton Hill,4,h,1825000,S,06/05/2017,3.4,3068,4,1,2,306,,Yarra,2954
Clifton Hill,3,h,1500000,S,08/04/2017,3.4,3068,3,1,1,230,127,Yarra,2954
Clifton Hill,2,u,641000,S,08/04/2017,3.4,3068,2,1,1,72,90,Yarra,2954
Clifton Hill,2,h,1250000,S,13/05/2017,3.4,3068,2,1,0,158,95,Yarra,2954
Clifton Hill,3,h,1652500,S,13/05/2017,3.4,3068,3,1,0,276,170,Yarra,2954
Clifton Hill,2,h,1250000,S,13/05/2017,3.4,3068,2,1,1,168,,Yarra,2954
Clifton Hill,3,h,1660000,S,13/05/2017,3.4,3068,3,1,2,290,,Yarra,2954
Clifton Hill,1,u,465000,S,13/05/2017,3.4,3068,1,1,1,0,45,Yarra,2954
Clifton Hill,2,h,700000,VB,20/05/2017,3.4,3068,2,1,0,194,,Yarra,2954
Clifton Hill,2,h,1000000,S,20/05/2017,3.4,3068,2,1,0,193,,Yarra,2954
Clifton Hill,2,u,712000,S,20/05/2017,3.4,3068,2,1,1,36,,Yarra,2954
Clifton Hill,2,h,1650000,S,29/04/2017,3.4,3068,2,1,1,118,,Yarra,2954
Coburg,2,u,495000,S,06/05/2017,7.8,3058,2,1,0,388,69,Moreland,11204
Coburg,2,h,930000,S,06/05/2017,7.8,3058,2,1,0,275,106.2,Moreland,11204
Coburg,2,t,781000,S,08/04/2017,7.8,3058,2,1,1,0,112.9,Moreland,11204
Coburg,3,h,995000,S,08/04/2017,7.8,3058,3,1,1,415,,Moreland,11204
Coburg,2,h,677776,SP,08/04/2017,7.8,3058,2,1,2,0,64,Moreland,11204
Coburg,3,h,790000,PI,08/04/2017,7.8,3058,3,1,1,399,,Moreland,11204
Coburg,4,t,680000,S,13/05/2017,7.8,3058,4,2,1,3747,143,Moreland,11204
Coburg,3,h,1180000,S,13/05/2017,7.8,3058,3,2,2,588,,Moreland,11204
Coburg,3,h,940500,S,13/05/2017,7.8,3058,3,1,3,480,,Moreland,11204
Coburg,3,t,824000,S,13/05/2017,7.8,3058,3,1,2,120,113.76,Moreland,11204
Coburg,2,h,941000,S,13/05/2017,7.8,3058,2,1,2,413,,Moreland,11204
Coburg,2,h,775000,S,13/05/2017,7.8,3058,2,1,1,314,,Moreland,11204
Coburg,3,h,985000,PI,13/05/2017,7.8,3058,3,1,2,391,,Moreland,11204
Coburg,3,h,1020000,SP,20/05/2017,7.8,3058,3,2,0,341,,Moreland,11204
Coburg,4,h,1500000,VB,20/05/2017,7.8,3058,4,2,1,453,187,Moreland,11204
Coburg,2,u,590000,S,20/05/2017,7.8,3058,2,1,1,79,,Moreland,11204
Coburg,4,h,1005000,S,20/05/2017,7.8,3058,4,2,1,172,135,Moreland,11204
Coburg,4,h,901000,SP,22/04/2017,7.8,3058,4,2,1,398,123,Moreland,11204
Coburg,3,h,990000,S,29/04/2017,7.8,3058,3,1,3,414,153.1,Moreland,11204
Coburg,6,h,1455000,S,29/04/2017,7.8,3058,6,3,4,768,285,Moreland,11204
Coburg,3,h,1250000,S,29/04/2017,7.8,3058,3,2,2,500,148,Moreland,11204
Coburg,3,h,710000,S,29/04/2017,7.8,3058,3,1,1,160,120,Moreland,11204
Coburg,5,h,1790000,S,29/04/2017,7.8,3058,5,3,2,635,108,Moreland,11204
Coburg,2,u,650000,S,29/04/2017,7.8,3058,2,1,1,136,81,Moreland,11204
Coburg,3,t,720000,PI,29/04/2017,7.8,3058,3,2,2,531,112,Moreland,11204
Coburg,3,t,720000,PI,29/04/2017,7.8,3058,3,2,2,531,112,Moreland,11204
Coburg North,4,h,1240000,S,08/04/2017,9.2,3058,4,2,2,456,,Moreland,3445
Coburg North,3,h,875000,S,08/04/2017,9.2,3058,3,1,1,592,,Moreland,3445
Coburg North,3,h,887000,S,08/04/2017,9.2,3058,3,1,2,560,,Moreland,3445
Coburg North,4,h,770000,S,13/05/2017,9.2,3058,4,1,1,545,,Moreland,3445
Coburg North,2,u,330000,VB,22/04/2017,9.2,3058,2,1,1,0,,Moreland,3445
Collingwood,2,u,535000,S,06/05/2017,1.6,3066,2,1,1,0,63,Yarra,4553
Collingwood,3,t,1308000,S,08/04/2017,1.6,3066,3,1,2,125,,Yarra,4553
Collingwood,2,t,945000,S,08/04/2017,1.6,3066,2,1,1,15900,98,Yarra,4553
Collingwood,1,u,550000,VB,08/04/2017,1.6,3066,1,1,0,0,,Yarra,4553
Collingwood,3,h,1309000,S,13/05/2017,1.6,3066,3,1,0,168,,Yarra,4553
Collingwood,3,h,1300000,S,20/05/2017,1.6,3066,3,1,1,209,,Yarra,4553
Collingwood,2,h,888000,S,20/05/2017,1.6,3066,2,1,0,112,100,Yarra,4553
Collingwood,3,u,1000000,SP,22/04/2017,1.6,3066,3,2,2,0,148,Yarra,4553
Cremorne,3,h,1350000,S,06/05/2017,2.5,3121,3,1,1,117,147,Yarra,1123
Cremorne,2,h,855000,S,08/04/2017,2.5,3121,2,1,0,117,,Yarra,1123
Doncaster,4,h,1480000,S,08/04/2017,13.9,3108,4,2,2,656,,Manningham,9028
Doncaster,4,h,1300000,PI,08/04/2017,13.9,3108,4,2,2,872,185,Manningham,9028
Doncaster,4,h,1400000,PI,08/04/2017,13.9,3108,4,2,2,664,150,Manningham,9028
Doncaster,3,h,1542000,S,08/04/2017,13.9,3108,3,2,2,980,,Manningham,9028
Doncaster,4,h,1100000,PI,13/05/2017,13.9,3108,4,3,2,661,170,Manningham,9028
Doncaster,2,u,782000,S,22/04/2017,13.9,3108,2,1,1,261,,Manningham,9028
Doncaster,4,t,1090000,S,22/04/2017,13.9,3108,4,3,2,242,,Manningham,9028
Doncaster,3,h,1700000,S,29/04/2017,13.9,3108,3,2,2,820,,Manningham,9028
Doncaster,3,h,1355000,S,29/04/2017,13.9,3108,3,1,1,814,120,Manningham,9028
Doncaster,4,h,1880000,S,29/04/2017,13.9,3108,4,2,2,814,,Manningham,9028
Doncaster,4,h,1545000,S,29/04/2017,13.9,3108,4,3,2,647,,Manningham,9028
Doncaster,4,h,1955000,S,29/04/2017,13.9,3108,4,2,2,1033,,Manningham,9028
Essendon,2,u,440000,S,06/05/2017,8,3040,2,1,1,921,,Moonee Valley,9264
Essendon,3,h,1700000,S,06/05/2017,8,3040,3,2,1,763,,Moonee Valley,9264
Essendon,3,h,1070000,VB,06/05/2017,8,3040,3,1,2,363,,Moonee Valley,9264
Essendon,2,h,745000,S,06/05/2017,8,3040,2,1,1,342,,Moonee Valley,9264
Essendon,4,h,1400000,VB,08/04/2017,8,3040,4,2,1,267,,Moonee Valley,9264
Essendon,3,h,1400000,S,08/04/2017,8,3040,3,2,2,359,,Moonee Valley,9264
Essendon,5,h,2020000,S,08/04/2017,8,3040,5,3,3,900,40,Moonee Valley,9264
Essendon,1,u,325000,S,08/04/2017,8,3040,1,1,1,0,50,Moonee Valley,9264
Essendon,3,h,1400000,SP,13/05/2017,8,3040,3,1,1,578,,Moonee Valley,9264
Essendon,2,u,700000,VB,13/05/2017,8,3040,2,1,1,251,,Moonee Valley,9264
Essendon,5,h,1652000,S,20/05/2017,8,3040,5,2,1,697,196,Moonee Valley,9264
Essendon,3,h,1131000,S,20/05/2017,8,3040,3,1,1,387,135,Moonee Valley,9264
Essendon,5,h,1607500,S,20/05/2017,8,3040,5,3,1,695,,Moonee Valley,9264
Essendon,2,u,450000,VB,20/05/2017,8,3040,2,1,1,0,74,Moonee Valley,9264
Essendon,1,u,310000,SP,20/05/2017,8,3040,1,1,1,845,45,Moonee Valley,9264
Essendon,3,h,1400000,S,20/05/2017,8,3040,3,1,1,476,,Moonee Valley,9264
Essendon,4,h,1720000,S,20/05/2017,8,3040,4,2,2,639,,Moonee Valley,9264
Essendon,3,h,983000,S,20/05/2017,8,3040,3,3,2,309,,Moonee Valley,9264
Essendon,1,u,330000,VB,20/05/2017,8,3040,1,1,1,0,,Moonee Valley,9264
Essendon,4,t,1162500,S,20/05/2017,8,3040,4,2,1,230,,Moonee Valley,9264
Essendon,2,u,707000,S,22/04/2017,8,3040,2,1,1,179,,Moonee Valley,9264
Essendon,3,u,700000,S,22/04/2017,8,3040,3,1,1,227,120,Moonee Valley,9264
Essendon,2,u,510000,PI,22/04/2017,8,3040,2,2,1,0,,Moonee Valley,9264
Essendon,2,u,610000,PI,22/04/2017,8,3040,2,1,1,0,75,Moonee Valley,9264
Essendon,3,h,960000,PI,22/04/2017,8,3040,3,2,1,411,159,Moonee Valley,9264
Essendon,1,h,350000,VB,22/04/2017,8,3040,1,1,1,46,,Moonee Valley,9264
Essendon,1,u,426500,S,29/04/2017,8,3040,1,1,1,62,53,Moonee Valley,9264
Fairfield,2,u,676000,S,06/05/2017,5.8,3078,2,1,1,0,87,Yarra,2970
Fairfield,3,h,1500000,PI,13/05/2017,5.8,3078,3,1,2,574,150,Darebin,2970
Fawkner,3,h,700000,SP,06/05/2017,12.4,3060,3,1,2,650,,Moreland,5070
Fawkner,3,h,660000,S,08/04/2017,12.4,3060,3,1,2,585,88,Moreland,5070
Fawkner,3,h,741000,S,08/04/2017,12.4,3060,3,1,3,578,128,Moreland,5070
Fawkner,2,h,949500,S,13/05/2017,12.4,3060,2,1,1,689,,Moreland,5070
Fawkner,3,u,532000,S,13/05/2017,12.4,3060,3,2,1,207,205,Moreland,5070
Fawkner,3,h,698000,S,13/05/2017,12.4,3060,3,1,1,602,,Moreland,5070
Fawkner,3,h,687000,S,20/05/2017,12.4,3060,3,2,1,577,,Moreland,5070
Fawkner,3,h,670000,S,20/05/2017,12.4,3060,3,1,2,585,,Moreland,5070
Fawkner,3,h,1000000,PI,20/05/2017,12.4,3060,3,1,2,1069,120,Moreland,5070
Fawkner,2,u,445000,S,29/04/2017,12.4,3060,2,1,1,196,,Moreland,5070
Fawkner,3,h,730000,S,29/04/2017,12.4,3060,3,1,2,638,,Moreland,5070
Fawkner,2,h,725000,S,29/04/2017,12.4,3060,2,1,2,606,,Moreland,5070
Fawkner,3,h,668000,S,29/04/2017,12.4,3060,3,1,1,540,,Moreland,5070
Fawkner,2,u,328000,SP,29/04/2017,12.4,3060,2,1,1,0,67,Moreland,5070
Fawkner,3,t,543500,S,29/04/2017,12.4,3060,3,3,3,247,103,Moreland,5070
Fitzroy North,2,h,1200000,S,06/05/2017,3.5,3068,2,1,0,204,,Yarra,6244
Fitzroy North,1,u,330000,S,06/05/2017,3.5,3068,1,1,1,0,32,Yarra,6244
Fitzroy North,2,h,846000,S,08/04/2017,3.5,3068,2,1,0,160,119,Yarra,6244
Fitzroy North,2,h,1345000,S,08/04/2017,3.5,3068,2,1,0,176,,Yarra,6244
Fitzroy North,2,h,1802500,S,08/04/2017,3.5,3068,2,2,1,182,,Yarra,6244
Fitzroy North,2,h,1520000,SP,20/05/2017,3.5,3068,2,1,0,138,,Yarra,6244
Fitzroy North,3,h,1625000,S,20/05/2017,3.5,3068,3,1,0,204,,Yarra,6244
Fitzroy North,3,h,2555000,S,20/05/2017,3.5,3068,3,1,1,340,,Yarra,6244
Fitzroy North,2,h,1055000,S,29/04/2017,3.5,3068,2,1,0,192,85.2,Yarra,6244
Fitzroy North,1,h,950000,VB,29/04/2017,3.5,3068,1,1,0,138,,Yarra,6244
Flemington,2,h,1100000,SP,06/05/2017,4.4,3031,2,1,1,186,,Moonee Valley,3593
Flemington,3,h,1250000,S,06/05/2017,4.4,3031,3,2,2,226,140,Moonee Valley,3593
Flemington,2,h,953000,S,08/04/2017,4.4,3031,2,1,0,274,103,Moonee Valley,3593
Flemington,2,u,603000,S,08/04/2017,4.4,3031,2,1,1,0,96,Moonee Valley,3593
