Suburb,Rooms,Type,Price,Method,Date,Distance,Postcode,Car,Lattitude,Longtitude,Propertycount
Brunswick,3,h,1260000,S,18/03/2017,5.2,3056,6,-37.7757,144.9505,11918
Brunswick,3,h,1276000,SP,18/03/2017,5.2,3056,,,,11918
Brunswick,3,h,1650000,S,18/03/2017,5.2,3056,2,-37.7702,144.9672,11918
Brunswick,4,h,,S,18/03/2017,5.2,3056,1,-37.7729,144.9693,11918
Brunswick,2,h,1060000,S,18/03/2017,5.2,3056,,,,11918
Brunswick,2,u,601000,S,18/03/2017,5.2,3056,1,-37.7778,144.9594,11918
Brunswick,1,h,800000,PI,18/03/2017,5.2,3056,4,-37.7577,144.9524,11918
Brunswick,2,h,1015000,S,18/03/2017,5.2,3056,0,-37.762,144.9547,11918
Brunswick,3,h,1410000,S,18/03/2017,5.2,3056,1,-37.7756,144.9697,11918
Brunswick,1,t,625000,PI,18/06/2016,5.2,3056,1,-37.7661,144.9614,11918
Brunswick,3,h,1510000,S,25/02/2017,5.2,3056,0,-37.7621,144.9595,11918
Brunswick,2,t,801000,S,25/02/2017,5.2,3056,1,-37.7744,144.9498,11918
Brunswick,3,t,820000,SP,25/02/2017,5.2,3056,2,-37.7687,144.9649,11918
Brunswick,1,u,370000,S,26/07/2016,5.2,3056,1,-37.7766,144.9574,11918
Brunswick West,2,u,471000,S,04/03/2017,5.9,3055,1,-37.7665,144.9425,7082
Brunswick West,4,h,,S,04/03/2017,5.9,3055,2,-37.7637,144.9457,7082
Brunswick West,2,u,473000,S,04/06/2016,5.9,3055,2,-37.7682,144.9422,7082
Brunswick West,3,t,797500,S,11/02/2017,5.9,3055,2,-37.7519,144.9324,7082
Brunswick West,2,u,435000,S,12/06/2016,5.9,3055,1,-37.7727,144.9497,7082
Brunswick West,2,u,656000,S,18/03/2017,5.9,3055,1,-37.7609,144.9425,7082
Brunswick West,2,u,370000,S,18/03/2017,5.9,3055,1,-37.7524,144.9347,7082
Brunswick West,1,u,320000,S,18/06/2016,5.9,3055,1,-37.7661,144.9422,7082
Brunswick West,3,h,1180000,S,25/02/2017,5.9,3055,,,,7082
Brunswick West,3,u,737000,S,25/02/2017,5.9,3055,,,,7082
Brunswick West,4,h,1700000,PI,25/02/2017,5.9,3055,2,-37.7764,144.9479,7082
Brunswick West,2,h,820000,S,26/07/2016,5.9,3055,1,-37.7604,144.9488,7082
Bulleen,5,h,1336000,S,04/03/2017,11.8,3105,3,-37.7683,145.0881,4480
Bulleen,3,h,880000,PI,04/06/2016,11.8,3105,2,-37.7683,145.0959,4480
Bulleen,4,h,1280000,S,11/03/2017,11.8,3105,2,-37.7615,145.0897,4480
Bulleen,5,h,,SP,12/06/2016,11.8,3105,2,-37.7789,145.0977,4480
Bulleen,4,h,1300000,S,18/03/2017,11.8,3105,2,-37.7791,145.086,4480
Bulleen,4,h,1250000,S,18/03/2017,11.8,3105,2,-37.7771,145.0855,4480
Bulleen,4,h,976000,S,18/06/2016,11.8,3105,1,-37.7786,145.0945,4480
Bulleen,4,h,1600000,S,25/02/2017,11.8,3105,,,,4480
Bulleen,2,h,903000,S,26/07/2016,11.8,3105,1,-37.7679,145.0978,4480
Burwood,5,h,,PI,04/03/2017,11.7,3125,2,-37.8532,145.1156,5678
Burwood,6,h,,S,04/03/2017,11.7,3125,3,-37.8529,145.0986,5678
Burwood,3,h,,SP,04/03/2017,11.7,3125,2,-37.8578,145.0993,5678
Burwood,3,h,935000,S,04/03/2017,11.7,3125,,,,5678
Burwood,3,u,686000,PI,04/03/2017,11.7,3125,2,-37.8473,145.1203,5678
Burwood,3,h,1400000,S,04/03/2017,11.7,3125,,,,5678
Burwood,2,u,604000,S,04/06/2016,11.7,3125,,,,5678
Burwood,3,h,1468000,S,11/02/2017,11.7,3125,2,-37.8509,145.1161,5678
Burwood,3,t,,S,11/03/2017,11.7,3125,,,,5678
Burwood,2,u,650000,PI,11/03/2017,11.7,3125,1,-37.8509,145.1119,5678
Burwood,4,h,,S,11/03/2017,11.7,3125,2,-37.854,145.1306,5678
Burwood,3,h,,SN,11/03/2017,11.7,3125,2,-37.8471,145.0985,5678
Burwood,5,h,1060000,S,12/06/2016,11.7,3125,2,-37.8528,145.1129,5678
Burwood,5,h,1410000,PI,18/03/2017,11.7,3125,1,-37.8535,145.1139,5678
Burwood,4,h,,S,18/03/2017,11.7,3125,2,-37.8454,145.0991,5678
Burwood,4,t,902000,S,18/03/2017,11.7,3125,,,,5678
Burwood,5,h,,PI,18/06/2016,11.7,3125,,,,5678
Burwood,3,t,1165000,S,25/02/2017,11.7,3125,,,,5678
Burwood,3,h,,SP,25/02/2017,11.7,3125,2,-37.8477,145.1014,5678
Burwood,4,h,1410000,S,27/06/2016,11.7,3125,3,-37.8552,145.1292,5678
Camberwell,4,h,,S,04/03/2017,7.8,3124,1,-37.8328,145.0608,8920
Camberwell,3,h,,PN,04/03/2017,7.8,3124,,,,8920
Camberwell,5,h,,S,04/03/2017,7.8,3124,4,-37.8355,145.0836,8920
Camberwell,3,t,1175000,VB,04/03/2017,7.8,3124,,,,8920
Camberwell,5,h,2240000,S,04/03/2017,7.8,3124,,,,8920
Camberwell,4,h,,PN,04/03/2017,7.8,3124,2,-37.8385,145.0958,8920
Camberwell,5,h,2860000,PI,04/03/2017,7.8,3124,4,-37.842,145.0888,8920
Camberwell,3,h,,S,04/03/2017,7.8,3124,,,,8920
Camberwell,4,h,,S,04/03/2017,7.8,3124,2,-37.8397,145.0622,8920
Camberwell,3,h,1910000,PI,04/03/2017,7.8,3124,,,,8920
Camberwell,2,h,950000,SP,04/06/2016,7.8,3124,2,-37.8448,145.0723,8920
Camberwell,4,h,,S,11/03/2017,7.8,3124,,,,8920
Camberwell,3,h,2000000,S,12/06/2016,7.8,3124,2,-37.8459,145.0644,8920
Camberwell,2,u,,PI,18/03/2017,7.8,3124,1,-37.8471,145.0732,8920
Camberwell,2,u,805000,PI,18/03/2017,7.8,3124,2,-37.8442,145.0668,8920
Camberwell,4,h,2228000,S,18/03/2017,7.8,3124,2,-37.8405,145.0903,8920
Camberwell,3,h,,S,18/03/2017,7.8,3124,,,,8920
Camberwell,3,t,930000,S,18/03/2017,7.8,3124,2,-37.8489,145.088,8920
Camberwell,2,u,590000,S,18/03/2017,7.8,3124,1,-37.847,145.0672,8920
Camberwell,4,h,4760000,S,18/03/2017,7.8,3124,2,-37.8238,145.0624,8920
Camberwell,3,h,1602500,S,18/03/2017,7.8,3124,1,-37.8448,145.071,8920
Camberwell,2,u,,S,18/06/2016,7.8,3124,1,-37.8341,145.0602,8920
Camberwell,3,h,3400000,S,25/02/2017,7.8,3124,4,-37.8437,145.0623,8920
Camberwell,2,h,1470000,S,25/02/2017,7.8,3124,2,-37.8393,145.0662,8920
Camberwell,4,h,2800000,VB,25/02/2017,7.8,3124,,,,8920
Camberwell,5,h,2300000,S,25/02/2017,7.8,3124,,,,8920
Camberwell,5,h,2010000,S,25/02/2017,7.8,3124,,,,8920
Camberwell,2,u,820000,S,25/02/2017,7.8,3124,1,-37.8439,145.0662,8920
Camberwell,3,h,2105000,S,25/02/2017,7.8,3124,2,-37.8379,145.0849,8920
Camberwell,4,h,,SP,25/02/2017,7.8,3124,4,-37.8382,145.0904,8920
Camberwell,3,t,1625000,S,25/02/2017,7.8,3124,2,-37.8362,145.064,8920
Camberwell,3,h,1750000,VB,25/02/2017,7.8,3124,3,-37.8328,145.0679,8920
Camberwell,5,h,2725000,S,25/02/2017,7.8,3124,,,,8920
Camberwell,4,h,,VB,25/02/2017,7.8,3124,2,-37.8306,145.0621,8920
Camberwell,3,h,3300000,S,25/02/2017,7.8,3124,2,-37.831,145.0621,8920
Camberwell,2,t,,S,26/07/2016,7.8,3124,2,-37.8392,145.092,8920
Canterbury,4,t,1550000,PI,04/03/2017,9,3126,4,-37.822,145.0864,3265
Canterbury,4,h,,S,04/03/2017,9,3126,,,,3265
Canterbury,4,t,,S,04/03/2017,9,3126,,,,3265
Canterbury,2,h,765000,S,04/03/2017,9,3126,1,-37.8295,145.0774,3265
Canterbury,5,h,,S,04/03/2017,9,3126,,,,3265
Canterbury,3,u,2130000,S,04/03/2017,9,3126,,,,3265
Canterbury,2,h,,S,04/06/2016,9,3126,1,-37.8324,145.0857,3265
Canterbury,2,u,722000,S,12/11/2016,9,3126,1,-37.8205,145.0828,3265
Canterbury,3,h,1385000,S,18/06/2016,9,3126,1,-37.826,145.0734,3265
Canterbury,3,h,,S,26/07/2016,9,3126,1,-37.8201,145.0605,3265
Carlton North,4,h,1425000,S,04/03/2017,3.2,3054,0,-37.7893,144.9696,3106
Carlton North,2,h,1725000,S,04/03/2017,3.2,3054,1,-37.7844,144.972,3106
Carlton North,3,h,,SP,04/03/2017,3.2,3054,1,-37.7843,144.9673,3106
Carlton North,3,h,1280000,VB,06/08/2016,3.2,3054,0,-37.7824,144.9733,3106
Carlton North,1,u,468000,S,11/03/2017,3.2,3054,1,-37.7851,144.9723,3106
Carlton North,2,h,2400000,S,12/11/2016,3.2,3054,0,-37.7875,144.9759,3106
Carlton North,3,h,2050000,S,18/03/2017,3.2,3054,0,-37.7879,144.9736,3106
Carlton North,2,h,910000,S,18/06/2016,3.2,3054,1,-37.7879,144.9759,3106
Carlton North,4,u,1560000,S,25/02/2017,3.2,3054,,,,3106
Carlton North,2,h,1678000,S,25/02/2017,3.2,3054,,,,3106
Carlton North,3,h,,S,26/07/2016,3.2,3054,1,-37.7877,144.9743,3106
Carnegie,4,h,1647000,S,04/03/2017,11.4,3163,,,,7822
Carnegie,1,u,255000,S,04/03/2017,11.4,3163,1,-37.8875,145.0599,7822
Carnegie,2,h,890000,S,04/03/2017,11.4,3163,1,-37.8957,145.0528,7822
Carnegie,1,u,346000,S,04/03/2017,11.4,3163,1,-37.8965,145.0618,7822
Carnegie,3,t,860000,SP,04/03/2017,11.4,3163,1,-37.8972,145.0642,7822
Carnegie,2,u,586000,S,04/03/2017,11.4,3163,1,-37.9003,145.0634,7822
Carnegie,2,u,772000,S,04/06/2016,11.4,3163,2,-37.8863,145.066,7822
Carnegie,2,u,465000,S,11/02/2017,11.4,3163,1,-37.8881,145.0558,7822
Carnegie,2,u,757500,S,11/02/2017,11.4,3163,,,,7822
Carnegie,1,u,,PI,11/03/2017,11.4,3163,1,-37.8857,145.0646,7822
Carnegie,3,h,1646000,S,11/03/2017,11.4,3163,2,-37.8909,145.0648,7822
Carnegie,2,u,460000,VB,12/06/2016,11.4,3163,1,-37.8936,145.056,7822
Carnegie,4,h,1450000,PI,18/03/2017,11.4,3163,,-37.8957,145.0621,7822
Carnegie,3,h,1287000,S,18/03/2017,11.4,3163,1,-37.9031,145.0578,7822
Carnegie,1,u,,PI,18/03/2017,11.4,3163,1,-37.8854,145.058,7822
Carnegie,3,h,,S,18/03/2017,11.4,3163,1,-37.895,145.0476,7822
Carnegie,2,u,650000,S,18/03/2017,11.4,3163,,,,7822
Carnegie,2,u,656000,S,18/06/2016,11.4,3163,1,-37.8873,145.0559,7822
Carnegie,4,h,1410000,PI,25/02/2017,11.4,3163,3,-37.9011,145.051,7822
Carnegie,4,t,1205000,S,25/02/2017,11.4,3163,,,,7822
Carnegie,2,u,405000,PI,25/02/2017,11.4,3163,1,-37.8843,145.0531,7822
Carnegie,4,h,1655000,PI,25/02/2017,11.4,3163,2,-37.8916,145.0543,7822
Carnegie,3,h,1910000,S,25/02/2017,11.4,3163,1,-37.8922,145.0544,7822
Carnegie,3,t,808000,S,25/02/2017,11.4,3163,1,-37.8889,145.0495,7822
Carnegie,3,h,1252000,S,25/02/2017,11.4,3163,1,-37.8896,145.0492,7822
Carnegie,2,u,370000,VB,26/07/2016,11.4,3163,1,-37.8959,145.0639,7822
Caulfield,2,u,550000,VB,04/03/2017,8.9,3162,1,-37.8852,145.024,2379
Caulfield,4,h,1220000,S,16/04/2016,8.9,3162,,,,2379
Caulfield,3,u,,PN,27/06/2016,8.9,3162,1,-37.8813,145.0316,2379
Caulfield North,2,u,580000,SP,04/03/2017,8.1,3161,1,-37.8607,145.0116,6923
Caulfield North,5,h,,S,04/03/2017,8.1,3161,2,-37.8655,145.0204,6923
Caulfield North,3,h,2005000,PI,07/05/2016,8.1,3161,3,-37.8694,145.0296,6923
Caulfield North,2,u,450000,S,18/03/2017,8.1,3161,1,-37.8647,145.0232,6923
Caulfield North,2,u,535000,SP,19/11/2016,8.1,3161,,,,6923
Caulfield North,2,u,622000,PI,25/02/2017,8.1,3161,1,-37.8607,145.0116,6923
Caulfield North,2,u,536000,S,25/02/2017,8.1,3161,1,-37.8686,145.0239,6923
Caulfield North,4,h,2625000,S,25/02/2017,8.1,3161,3,-37.8696,145.0323,6923
Caulfield North,2,u,576000,S,25/02/2017,8.1,3161,,,,6923
Caulfield North,2,u,570000,S,28/05/2016,8.1,3161,2,-37.8652,145.0198,6923
Caulfield South,2,h,1065000,S,04/03/2017,9.3,3162,1,-37.895,145.022,5051
Caulfield South,3,h,,SN,04/03/2017,9.3,3162,2,-37.8916,145.0246,5051
Caulfield South,5,h,,SN,04/03/2017,9.3,3162,2,-37.8898,145.0174,5051
Caulfield South,4,t,,PN,07/05/2016,9.3,3162,2,-37.8984,145.0322,5051
Caulfield South,3,h,,SN,25/02/2017,9.3,3162,2,-37.901,145.034,5051
Caulfield South,4,h,,SP,25/02/2017,9.3,3162,2,-37.9007,145.034,5051
Caulfield South,3,h,1200000,S,25/02/2017,9.3,3162,2,-37.9027,145.0322,5051
Caulfield South,4,h,,SN,25/02/2017,9.3,3162,2,-37.8904,145.0267,5051
Caulfield South,3,h,1570000,S,25/02/2017,9.3,3162,2,-37.8889,145.0151,5051
Caulfield South,2,h,1001000,S,26/07/2016,9.3,3162,1,-37.8887,145.0207,5051
Chadstone,2,h,644000,S,04/03/2017,13.6,3148,,,,3582
Chadstone,3,u,700000,S,04/06/2016,13.6,3148,1,-37.8738,145.1054,3582
Chadstone,4,t,1042500,S,11/02/2017,13.6,3148,2,-37.8805,145.105,3582
Chadstone,2,h,1002000,S,13/08/2016,13.6,3148,1,-37.8792,145.0948,3582
Chadstone,3,h,1301000,S,18/03/2017,13.6,3148,2,-37.8812,145.105,3582
Chadstone,3,t,820000,S,19/11/2016,13.6,3148,,,,3582
Chadstone,4,h,1260000,S,25/02/2017,13.6,3148,2,-37.8845,145.1027,3582
Chadstone,4,t,,S,25/02/2017,13.6,3148,,,,3582
Chadstone,3,h,,VB,25/02/2017,13.6,3148,2,-37.8816,145.1025,3582
Chadstone,3,h,,W,26/07/2016,13.6,3148,,,,3582
Clifton Hill,2,h,780000,S,04/06/2016,3.4,3068,1,-37.7934,144.9922,2954
Clifton Hill,2,h,1450000,VB,18/03/2017,3.4,3068,0,-37.7892,144.9999,2954
Clifton Hill,2,h,856000,S,18/03/2017,3.4,3068,0,-37.7936,144.995,2954
Clifton Hill,2,h,,PI,18/03/2017,3.4,3068,0,-37.7941,144.9965,2954
Clifton Hill,4,h,,S,18/03/2017,3.4,3068,2,-37.7926,144.9969,2954
Clifton Hill,3,h,900000,S,18/03/2017,3.4,3068,,,,2954
Clifton Hill,2,u,885500,S,18/06/2016,3.4,3068,2,-37.7937,144.9983,2954
Clifton Hill,2,h,1430000,S,25/02/2017,3.4,3068,0,-37.7912,144.9963,2954
Clifton Hill,4,h,,S,25/02/2017,3.4,3068,2,-37.7887,144.9961,2954
Clifton Hill,4,h,1506000,S,25/02/2017,3.4,3068,0,-37.7885,144.9994,2954
Clifton Hill,3,h,1150000,VB,26/07/2016,3.4,3068,1,-37.7925,144.9877,2954
Coburg,3,h,1300000,S,04/03/2017,7.8,3058,,,,11204
Coburg,3,h,1010000,S,04/03/2017,7.8,3058,1,-37.7494,144.9686,11204
Coburg,3,h,1202000,S,04/03/2017,7.8,3058,2,-37.7493,144.9559,11204
Coburg,3,h,1370000,S,04/03/2017,7.8,3058,1,-37.7549,144.9611,11204
Coburg,2,h,550000,S,04/03/2017,7.8,3058,1,-37.7358,144.9801,11204
Coburg,3,h,1000000,VB,04/03/2017,7.8,3058,3,-37.744,144.9501,11204
Coburg,3,h,935500,S,04/03/2017,7.8,3058,2,-37.7364,144.96,11204
Coburg,8,u,2250000,PI,04/03/2017,7.8,3058,4,-37.7517,144.9699,11204
Coburg,4,h,,SN,04/06/2016,7.8,3058,2,-37.7346,144.9504,11204
Coburg,4,h,,SN,12/11/2016,7.8,3058,1,-37.7414,144.9576,11204
Coburg,2,t,635000,S,18/03/2017,7.8,3058,1,-37.7516,144.9623,11204
Coburg,3,u,782000,S,18/03/2017,7.8,3058,,,,11204
Coburg,3,h,1061000,S,18/03/2017,7.8,3058,1,-37.7359,144.9502,11204
Coburg,3,h,,SN,18/03/2017,7.8,3058,,,,11204
Coburg,4,h,1155000,S,18/03/2017,7.8,3058,2,-37.7431,144.956,11204
Coburg,4,h,650000,PI,18/06/2016,7.8,3058,2,-37.7362,144.9714,11204
Coburg,5,h,1020000,PI,25/02/2017,7.8,3058,4,-37.7492,144.969,11204
Coburg,3,h,967000,S,25/02/2017,7.8,3058,1,-37.7494,144.9681,11204
Coburg,3,h,1025000,VB,25/02/2017,7.8,3058,3,-37.7408,144.9558,11204
Coburg,3,h,700000,SP,25/02/2017,7.8,3058,1,-37.7406,144.9555,11204
Coburg,3,h,,S,25/02/2017,7.8,3058,2,-37.7563,144.9731,11204
Coburg,3,h,1130000,S,25/02/2017,7.8,3058,3,-37.7382,144.9563,11204
Coburg,3,h,835000,SA,25/02/2017,7.8,3058,2,-37.7376,144.9638,11204
Coburg,4,h,1075000,S,25/02/2017,7.8,3058,4,-37.7473,144.9528,11204
Coburg,3,h,845000,S,25/02/2017,7.8,3058,1,-37.748,144.9603,11204
Coburg,1,h,,S,25/02/2017,7.8,3058,2,-37.7465,144.969,11204
Coburg,3,t,600000,S,25/02/2017,7.8,3058,1,-37.736,144.9665,11204
Coburg,4,h,1461000,S,25/02/2017,7.8,3058,2,-37.7535,144.9779,11204
Coburg,2,t,605000,PI,25/02/2017,7.8,3058,,,,11204
Coburg,4,h,,PI,26/07/2016,7.8,3058,2,-37.7356,144.9606,11204
Coburg North,2,t,600000,S,04/03/2017,9.2,3058,1,-37.7295,144.9641,3445
Coburg North,4,h,820000,SP,04/03/2017,9.2,3058,3,-37.7329,144.9721,3445
Coburg North,3,h,715000,SP,04/03/2017,9.2,3058,2,-37.7308,144.9832,3445
Coburg North,4,h,,SN,04/03/2017,9.2,3058,,,,3445
Coburg North,3,h,735000,SP,04/03/2017,9.2,3058,1,-37.7303,144.9773,3445
Coburg North,4,h,1180000,S,04/03/2017,9.2,3058,,,,3445
Coburg North,3,h,864000,S,04/06/2016,9.2,3058,2,-37.7283,144.969,3445
Coburg North,3,h,782000,S,11/03/2017,9.2,3058,3,-37.7269,144.9654,3445
Coburg North,2,h,935000,S,12/11/2016,9.2,3058,2,-37.7297,144.9654,3445
Coburg North,3,h,745000,S,18/03/2017,9.2,3058,3,-37.7316,144.9789,3445
Coburg North,2,u,520000,S,18/03/2017,9.2,3058,,,,3445
Coburg North,2,u,532500,S,18/03/2017,9.2,3058,1,-37.73,144.9629,3445
Coburg North,3,h,750000,S,18/03/2017,9.2,3058,2,-37.7305,144.9809,3445
Coburg North,3,h,815000,S,18/06/2016,9.2,3058,2,-37.7295,144.982,3445
Coburg North,4,h,792000,SP,26/07/2016,9.2,3058,1,-37.7242,144.9612,3445
Collingwood,2,h,1430000,S,04/03/2017,1.6,3066,0,-37.7969,144.9905,4553
Collingwood,3,t,1125000,SP,04/03/2017,1.6,3066,2,-37.8083,144.9908,4553
Collingwood,3,u,950000,S,04/03/2017,1.6,3066,1,-37.8035,144.985,4553
Collingwood,2,u,910000,S,04/03/2017,1.6,3066,1,-37.8035,144.985,4553
Collingwood,1,u,452000,SP,04/03/2017,1.6,3066,1,-37.802,144.9848,4553
Collingwood,1,u,440000,VB,04/03/2017,1.6,3066,1,-37.802,144.9854,4553
Collingwood,2,u,,SP,06/08/2016,1.6,3066,1,-37.8075,144.9839,4553
Collingwood,1,u,,SN,11/03/2017,1.6,3066,1,-37.7981,144.9883,4553
Collingwood,2,u,,VB,11/03/2017,1.6,3066,1,-37.802,144.9854,4553
Collingwood,2,h,855000,S,12/11/2016,1.6,3066,0,-37.7953,144.9882,4553
Collingwood,2,h,670000,S,18/03/2017,1.6,3066,0,-37.7976,144.993,4553
Collingwood,1,u,,PI,18/03/2017,1.6,3066,1,-37.8037,144.9846,4553
Collingwood,1,u,430000,VB,18/03/2017,1.6,3066,1,-37.8019,144.9845,4553
Collingwood,2,u,515000,S,18/03/2017,1.6,3066,1,-37.802,144.9848,4553
Collingwood,2,u,,SP,18/06/2016,1.6,3066,1,-37.805,144.985,4553
Collingwood,4,h,,S,27/06/2016,1.6,3066,1,-37.7961,144.9919,4553
Doncaster,4,h,,VB,04/03/2017,13.9,3108,,,,9028
Doncaster,4,t,1231000,SP,04/03/2017,13.9,3108,,,,9028
Doncaster,5,h,1535000,PI,04/03/2017,13.9,3108,2,-37.7722,145.1309,9028
Doncaster,3,h,1125000,VB,04/03/2017,13.9,3108,2,-37.781,145.1036,9028
Doncaster,4,h,,SP,04/06/2016,13.9,3108,2,-37.7909,145.1149,9028
Doncaster,3,h,1300000,S,11/03/2017,13.9,3108,2,-37.7946,145.1375,9028
Doncaster,5,h,,PI,12/06/2016,13.9,3108,2,-37.7801,145.1295,9028
Doncaster,3,h,1300000,S,18/03/2017,13.9,3108,2,-37.7827,145.1051,9028
Doncaster,4,h,,S,18/03/2017,13.9,3108,,,,9028
Doncaster,2,u,522500,S,18/06/2016,13.9,3108,1,-37.7874,145.1043,9028
Doncaster,3,h,,SP,25/02/2017,13.9,3108,1,-37.7763,145.1177,9028
Doncaster,4,h,1401000,S,25/02/2017,13.9,3108,2,-37.7785,145.1212,9028
Doncaster,4,h,1782000,S,25/02/2017,13.9,3108,3,-37.7739,145.1287,9028
Doncaster,4,h,1300000,PI,25/02/2017,13.9,3108,,,,9028
Doncaster,4,h,,SP,25/02/2017,13.9,3108,2,-37.7807,145.1253,9028
Doncaster,3,h,,S,25/02/2017,13.9,3108,2,-37.7847,145.131,9028
Doncaster,3,u,735000,S,26/07/2016,13.9,3108,1,-37.7809,145.1061,9028
Eaglemont,4,h,2600000,VB,18/06/2016,10.3,3084,3,-37.7612,145.0676,1651
Eaglemont,3,h,1601000,S,26/07/2016,10.3,3084,1,-37.7618,145.0649,1651
Elsternwick,4,h,,S,04/06/2016,8.5,3185,1,-37.883,145.0118,4898
Elsternwick,2,u,800000,S,18/03/2017,8.5,3185,,,,4898
Elsternwick,2,u,485000,S,18/03/2017,8.5,3185,,,,4898
Elsternwick,4,h,3000000,S,18/03/2017,8.5,3185,2,-37.8844,145.0117,4898
Elsternwick,3,h,,SN,18/03/2017,8.5,3185,3,-37.8848,145.013,4898
Elsternwick,3,h,1500000,VB,18/03/2017,8.5,3185,0,-37.8831,145.0127,4898
Elsternwick,3,u,,SN,18/06/2016,8.5,3185,1,-37.8895,145.0115,4898
Elwood,3,u,,SP,04/03/2017,7.7,3184,3,-37.8874,144.9912,8989
Elwood,2,u,1050000,VB,04/03/2017,7.7,3184,2,-37.8831,144.9841,8989
Elwood,2,u,955000,S,04/03/2017,7.7,3184,1,-37.8867,144.9836,8989
Elwood,2,u,680000,PI,04/03/2017,7.7,3184,1,-37.881,144.9837,8989
Elwood,3,h,1911000,S,04/03/2017,7.7,3184,2,-37.8846,144.9879,8989
Elwood,2,u,790000,S,04/06/2016,7.7,3184,2,-37.8794,144.9938,8989
Elwood,2,u,640000,S,11/02/2017,7.7,3184,1,-37.8791,144.9923,8989
Elwood,2,u,510000,PI,11/03/2017,7.7,3184,1,-37.8831,144.9896,8989
Elwood,2,u,717000,S,12/06/2016,7.7,3184,1,-37.8758,144.9874,8989
Elwood,2,u,525500,SP,18/03/2017,7.7,3184,1,-37.8749,144.9799,8989
Elwood,3,h,,SP,18/03/2017,7.7,3184,0,-37.8754,144.9812,8989
Elwood,4,h,2400000,PI,18/06/2016,7.7,3184,2,-37.8822,144.9913,8989
Elwood,1,u,390000,VB,25/02/2017,7.7,3184,1,-37.8798,144.994,8989
Elwood,1,u,313000,S,25/02/2017,7.7,3184,1,-37.8766,144.991,8989
Elwood,2,h,,SP,25/02/2017,7.7,3184,0,-37.8737,144.9807,8989
Elwood,2,u,630000,PI,25/02/2017,7.7,3184,1,-37.8817,144.984,8989
Elwood,3,h,1675000,S,25/02/2017,7.7,3184,1,-37.8865,144.9891,8989
Elwood,1,u,470000,SP,25/02/2017,7.7,3184,1,-37.8839,144.9848,8989
Elwood,1,u,,PI,25/02/2017,7.7,3184,1,-37.8849,144.9872,8989
Elwood,2,u,640000,S,25/02/2017,7.7,3184,0,-37.8757,144.987,8989
Elwood,2,u,932000,S,25/02/2017,7.7,3184,1,-37.8818,144.9918,8989
Elwood,2,u,645000,S,25/02/2017,7.7,3184,1,-37.8842,144.9829,8989
Elwood,1,u,347000,S,25/02/2017,7.7,3184,1,-37.8839,144.9903,8989
Elwood,2,u,875000,SP,26/07/2016,7.7,3184,1,-37.8725,144.9854,8989
Essendon,2,u,645000,S,04/03/2017,8,3040,1,-37.7495,144.9205,9264
Essendon,4,h,1965000,S,04/03/2017,8,3040,4,-37.7509,144.9219,9264
Essendon,3,u,840000,S,04/03/2017,8,3040,1,-37.7491,144.8917,9264
Essendon,2,u,702500,S,04/03/2017,8,3040,1,-37.758,144.9311,9264
Essendon,3,h,960000,S,04/03/2017,8,3040,2,-37.7479,144.8931,9264
Essendon,5,h,,S,04/03/2017,8,3040,6,-37.7577,144.9102,9264
Essendon,4,h,1670000,S,04/03/2017,8,3040,1,-37.7544,144.9325,9264
Essendon,3,h,1100000,VB,04/06/2016,8,3040,1,-37.7558,144.9073,9264
Essendon,3,h,897000,S,11/02/2017,8,3040,2,-37.7393,144.8931,9264
Essendon,2,u,,PI,11/03/2017,8,3040,1,-37.7552,144.9211,9264
Essendon,3,h,1240000,S,11/03/2017,8,3040,1,-37.7456,144.9059,9264
Essendon,3,h,1990000,S,12/06/2016,8,3040,2,-37.7415,144.8987,9264
Essendon,2,h,930000,S,18/03/2017,8,3040,2,-37.7548,144.9113,9264
Essendon,4,h,1870000,S,18/03/2017,8,3040,1,-37.755,144.9233,9264
Essendon,2,u,395000,SP,18/03/2017,8,3040,1,-37.7461,144.9058,9264
Essendon,4,h,1726000,S,18/03/2017,8,3040,2,-37.7497,144.9089,9264
Essendon,3,h,1050000,S,18/03/2017,8,3040,1,-37.7441,144.9041,9264
Essendon,3,h,1470000,S,18/03/2017,8,3040,1,-37.7442,144.9045,9264
Essendon,3,t,878500,S,18/03/2017,8,3040,,-37.7523,144.9151,9264
Essendon,3,h,801500,S,18/03/2017,8,3040,1,-37.7393,144.894,9264
Essendon,2,u,480000,VB,18/03/2017,8,3040,1,-37.7444,144.9116,9264
Essendon,2,h,806000,S,18/06/2016,8,3040,,,,9264
Essendon,2,u,691000,SP,25/02/2017,8,3040,1,-37.7454,144.928,9264
Essendon,2,u,370000,VB,25/02/2017,8,3040,0,-37.7558,144.9233,9264
Essendon,4,h,,S,25/02/2017,8,3040,4,-37.7519,144.9233,9264
Essendon,4,h,2355000,S,25/02/2017,8,3040,3,-37.7582,144.9128,9264
Essendon,2,h,1255000,S,25/02/2017,8,3040,1,-37.7488,144.9165,9264
Essendon,4,h,1560000,S,25/02/2017,8,3040,2,-37.7452,144.8941,9264
Essendon,3,h,,PI,25/02/2017,8,3040,,,,9264
Essendon,3,h,1330000,S,26/07/2016,8,3040,4,-37.7585,144.9316,9264
Essendon North,2,u,340000,SP,18/06/2016,9.4,3041,1,-37.7433,144.9074,1308
Essendon North,3,t,780000,VB,28/08/2016,9.4,3041,,,,1308
