Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Propertycount
Armadale,4,h,2801000,S,Marshall,12/11/2016,6.3,3143,4,2,2,624,222,1900,Stonnington,4836
Armadale,1,u,390000,S,Jellis,14/05/2016,6.3,3143,1,1,0,881,,,Stonnington,4836
Armadale,3,h,1800000,PI,RT,15/10/2016,6.3,3143,3,2,2,405,121,1910,Stonnington,4836
Armadale,4,h,2200000,PI,Jellis,15/10/2016,6.3,3143,4,1,2,495,163,1900,Stonnington,4836
Armadale,1,u,324000,S,Jellis,16/04/2016,6.3,3143,1,1,1,0,,,Stonnington,4836
Armadale,6,h,5525000,S,Marshall,17/09/2016,6.3,3143,5,3,4,1491,516,1935,Stonnington,4836
Armadale,2,h,1125000,S,RT,17/09/2016,6.3,3143,3,1,2,169,,,Stonnington,4836
Armadale,3,h,2250000,S,Marshall,17/09/2016,6.3,3143,3,3,1,301,,,Stonnington,4836
Armadale,3,h,2360000,S,hockingstuart,18/03/2017,6.3,3143,3,2,0,336,,,Stonnington,4836
Armadale,2,h,1900000,VB,Jellis,18/03/2017,6.3,3143,2,2,0,207,,,Stonnington,4836
Armadale,1,u,440000,SP,Jellis,18/03/2017,6.3,3143,1,1,1,0,53,1970,Stonnington,4836
Armadale,2,u,490000,PI,Ray,18/06/2016,6.3,3143,2,1,1,0,,1966,Stonnington,4836
Armadale,3,h,2365000,S,Marshall,18/06/2016,6.3,3143,3,2,1,316,,,Stonnington,4836
Armadale,3,h,1300000,VB,Jellis,18/06/2016,6.3,3143,2,1,2,212,106,1900,Stonnington,4836
Armadale,3,u,732000,S,Gary,18/06/2016,6.3,3143,3,2,2,0,,,Stonnington,4836
Armadale,2,u,704000,SP,Greg,19/11/2016,6.3,3143,2,1,1,0,74,1969,Stonnington,4836
Armadale,2,u,620000,VB,Marshall,19/11/2016,6.3,3143,3,1,1,0,98,1970,Stonnington,4836
Armadale,3,h,1900000,S,Marshall,22/05/2016,6.3,3143,3,1,2,328,108,1900,Stonnington,4836
Armadale,1,u,315000,SP,Fletchers,22/08/2016,6.3,3143,1,1,1,0,,,Stonnington,4836
Armadale,1,u,450000,PI,hockingstuart,24/09/2016,6.3,3143,1,1,1,0,,,Stonnington,4836
Armadale,2,u,710000,S,Jellis,25/02/2017,6.3,3143,2,1,1,2471,80,1970,Stonnington,4836
Armadale,2,u,872000,S,Jellis,25/02/2017,6.3,3143,2,1,1,1194,,1953,Stonnington,4836
Armadale,2,u,598000,S,hockingstuart,25/02/2017,6.3,3143,2,1,1,0,88,1970,Stonnington,4836
Armadale,3,h,1285000,S,Marshall,25/02/2017,6.3,3143,3,1,2,186,80,1920,Stonnington,4836
Armadale,4,h,3660000,S,Jellis,25/02/2017,6.3,3143,4,3,2,421,,,Stonnington,4836
Armadale,2,u,520000,S,hockingstuart,27/06/2016,6.3,3143,1,1,1,0,76,1970,Stonnington,4836
Armadale,4,h,3625000,S,Jellis,27/11/2016,6.3,3143,4,1,2,709,251,1900,Stonnington,4836
Armadale,4,h,4200000,VB,Kay,27/11/2016,6.3,3143,4,3,3,563,333,2000,Stonnington,4836
Armadale,3,t,1101000,S,Jellis,27/11/2016,6.3,3143,3,1,2,103,3,2000,Stonnington,4836
Armadale,3,h,3512500,S,Marshall,27/11/2016,6.3,3143,3,2,2,617,285,1998,Stonnington,4836
Armadale,4,h,2000000,PI,Marshall,28/05/2016,6.3,3143,4,3,4,544,,,Stonnington,4836
Armadale,3,u,869000,S,Jellis,28/05/2016,6.3,3143,2,1,1,0,91,1940,Stonnington,4836
Armadale,5,h,2810000,S,Marshall,28/08/2016,6.3,3143,5,2,2,617,,,Stonnington,4836
Armadale,2,u,565000,S,Ray,28/08/2016,6.3,3143,3,1,1,0,,,Stonnington,4836
Armadale,1,u,567000,S,hockingstuart,28/08/2016,6.3,3143,1,1,1,0,53,2013,Stonnington,4836
Armadale,2,u,546000,SP,hockingstuart,30/07/2016,6.3,3143,2,0,0,0,,,Stonnington,4836
Armadale,2,u,471500,S,Ray,30/07/2016,6.3,3143,2,1,1,0,,1980,Stonnington,4836
Ascot Vale,2,u,455000,S,Nelson,03/09/2016,5.9,3032,3,1,2,0,,,Moonee Valley,6567
Ascot Vale,3,h,940000,S,Nelson,03/12/2016,5.9,3032,3,1,2,298,108,1920,Moonee Valley,6567
Ascot Vale,2,u,467000,SP,Brad,03/12/2016,5.9,3032,2,1,1,0,62,1980,Moonee Valley,6567
Ascot Vale,3,h,1380000,SP,Nelson,04/03/2017,5.9,3032,3,2,2,277,174,1910,Moonee Valley,6567
Ascot Vale,2,u,490000,VB,Jellis,04/03/2017,5.9,3032,2,1,1,423,62,1970,Moonee Valley,6567
Ascot Vale,4,h,1850000,S,Brad,04/03/2017,5.9,3032,4,3,1,478,270,1900,Moonee Valley,6567
Ascot Vale,3,h,1284000,S,Woodards,04/03/2017,5.9,3032,3,1,2,623,,1938,Moonee Valley,6567
Ascot Vale,3,h,971000,SP,Nelson,04/06/2016,5.9,3032,3,2,2,285,128,1900,Moonee Valley,6567
Ascot Vale,2,h,710000,PI,Nelson,04/06/2016,5.9,3032,2,1,1,214,77,1890,Moonee Valley,6567
Ascot Vale,6,h,2425000,PI,Brad,04/06/2016,5.9,3032,6,3,2,1014,435,1887,Moonee Valley,6567
Ascot Vale,2,h,750000,SP,Maddison,04/06/2016,5.9,3032,2,1,1,226,92,1920,Moonee Valley,6567
Ascot Vale,2,h,1053000,S,Nelson,06/08/2016,5.9,3032,2,1,1,269,109,1900,Moonee Valley,6567
Ascot Vale,3,h,1377000,S,Nelson,06/08/2016,5.9,3032,3,1,1,417,168,1900,Moonee Valley,6567
Ascot Vale,3,h,970000,S,Brad,07/05/2016,5.9,3032,3,1,2,350,125,1904,Moonee Valley,6567
Ascot Vale,2,h,940000,S,Nelson,07/05/2016,5.9,3032,2,1,1,330,,,Moonee Valley,6567
Ascot Vale,2,h,751000,PI,Nelson,07/05/2016,5.9,3032,2,1,1,118,79,1890,Moonee Valley,6567
Ascot Vale,2,h,950000,SP,Raine,07/05/2016,5.9,3032,2,1,1,173,102,1900,Moonee Valley,6567
Ascot Vale,2,u,685000,S,Brad,07/11/2016,5.9,3032,2,1,2,228,90,1995,Moonee Valley,6567
Ascot Vale,3,h,1230000,S,Nelson,08/10/2016,5.9,3032,4,1,2,594,148,1960,Moonee Valley,6567
Ascot Vale,2,h,636500,S,Jellis,08/10/2016,5.9,3032,2,1,1,0,,,Moonee Valley,6567
Ascot Vale,3,h,910000,S,Raine,08/10/2016,5.9,3032,3,1,0,317,,,Moonee Valley,6567
Ascot Vale,2,h,770000,PI,Nelson,10/09/2016,5.9,3032,2,1,1,226,87,1900,Moonee Valley,6567
Ascot Vale,3,h,960000,S,Walshe,10/12/2016,5.9,3032,3,2,2,229,,2011,Moonee Valley,6567
Ascot Vale,4,h,890000,SP,Raine,10/12/2016,5.9,3032,4,1,1,300,185,1890,Moonee Valley,6567
Ascot Vale,2,h,965000,S,Nelson,10/12/2016,5.9,3032,2,1,1,170,,,Moonee Valley,6567
Ascot Vale,3,h,1440000,S,Nelson,11/02/2017,5.9,3032,3,1,1,487,131,1900,Moonee Valley,6567
Ascot Vale,2,h,955000,S,Woodards,11/03/2017,5.9,3032,2,1,0,255,,,Moonee Valley,6567
Ascot Vale,2,u,450000,VB,Nelson,12/11/2016,5.9,3032,2,1,1,0,,2010,Moonee Valley,6567
Ascot Vale,3,h,801000,S,Jellis,12/11/2016,5.9,3032,3,1,2,431,,1950,Moonee Valley,6567
Ascot Vale,3,h,1000000,PI,Brad,12/11/2016,5.9,3032,3,2,2,440,120,1955,Moonee Valley,6567
Ascot Vale,3,h,1435000,S,Nelson,12/11/2016,5.9,3032,3,2,2,532,147,1950,Moonee Valley,6567
Ascot Vale,1,u,390000,S,Alexkarbon,12/11/2016,5.9,3032,1,1,1,0,58,1972,Moonee Valley,6567
Ascot Vale,3,h,1425000,PI,Jellis,13/08/2016,5.9,3032,3,2,2,495,139,1920,Moonee Valley,6567
Ascot Vale,4,h,1340000,S,Nelson,14/05/2016,5.9,3032,3,2,2,683,232,1978,Moonee Valley,6567
Ascot Vale,3,h,955000,S,Brad,14/05/2016,5.9,3032,3,1,1,263,117,1910,Moonee Valley,6567
Ascot Vale,4,h,1100000,VB,Nelson,15/10/2016,5.9,3032,4,2,5,559,195,1920,Moonee Valley,6567
Ascot Vale,3,h,1255000,S,Nelson,15/10/2016,5.9,3032,3,2,2,308,,,Moonee Valley,6567
Ascot Vale,2,u,432000,S,Biggin,15/10/2016,5.9,3032,2,1,1,0,62,1978,Moonee Valley,6567
Ascot Vale,4,h,1640000,S,Raine,16/04/2016,5.9,3032,4,3,2,562,204,1890,Moonee Valley,6567
Ascot Vale,6,h,1430000,S,Nelson,16/04/2016,5.9,3032,4,2,1,461,286,1900,Moonee Valley,6567
Ascot Vale,2,u,610000,SP,Brad,16/04/2016,5.9,3032,2,1,1,301,104,1995,Moonee Valley,6567
Ascot Vale,3,h,940000,S,Nelson,16/04/2016,5.9,3032,3,3,1,491,127,1950,Moonee Valley,6567
Ascot Vale,3,h,890000,SP,Brad,16/07/2016,5.9,3032,3,1,1,242,110,1920,Moonee Valley,6567
Ascot Vale,3,h,1180000,SP,Brad,17/09/2016,5.9,3032,3,2,2,617,149,1930,Moonee Valley,6567
Ascot Vale,4,h,1480000,S,Raine,17/09/2016,5.9,3032,4,2,2,597,180,1939,Moonee Valley,6567
Ascot Vale,2,h,1150000,S,Brad,18/03/2017,5.9,3032,2,1,1,387,,,Moonee Valley,6567
Ascot Vale,3,h,1350000,S,Brad,18/03/2017,5.9,3032,3,1,3,575,,,Moonee Valley,6567
Ascot Vale,5,h,1905000,S,Nelson,18/03/2017,5.9,3032,5,2,2,521,,,Moonee Valley,6567
Ascot Vale,2,t,865000,SP,Nelson,18/03/2017,5.9,3032,2,2,1,146,132,2015,Moonee Valley,6567
Ascot Vale,2,t,705000,S,Brad,18/06/2016,5.9,3032,2,2,1,113,,1998,Moonee Valley,6567
Ascot Vale,2,u,442000,S,Alexkarbon,18/06/2016,5.9,3032,2,1,1,0,62,1975,Moonee Valley,6567
Ascot Vale,2,u,540000,S,Jellis,19/11/2016,5.9,3032,2,2,1,0,,,Moonee Valley,6567
Ascot Vale,3,h,1037500,S,Alexkarbon,19/11/2016,5.9,3032,3,1,2,506,110,1920,Moonee Valley,6567
Ascot Vale,3,t,1050000,S,Jellis,19/11/2016,5.9,3032,3,2,2,318,160,2013,Moonee Valley,6567
Ascot Vale,2,u,440000,S,McDonald,19/11/2016,5.9,3032,2,1,1,0,65,1970,Moonee Valley,6567
Ascot Vale,2,h,1010000,S,Brad,19/11/2016,5.9,3032,2,1,1,325,,,Moonee Valley,6567
Ascot Vale,4,h,1430000,S,Nelson,22/05/2016,5.9,3032,4,2,0,418,158,1900,Moonee Valley,6567
Ascot Vale,2,u,570000,VB,Nelson,22/05/2016,5.9,3032,2,1,1,0,,,Moonee Valley,6567
Ascot Vale,2,u,690000,S,Brad,22/05/2016,5.9,3032,2,1,1,0,,,Moonee Valley,6567
Ascot Vale,3,h,1291000,S,Brad,23/04/2016,5.9,3032,3,1,2,414,,,Moonee Valley,6567
Ascot Vale,3,h,1130000,S,Nelson,23/04/2016,5.9,3032,3,2,1,272,157,1900,Moonee Valley,6567
Ascot Vale,3,h,1135000,S,Brad,24/09/2016,5.9,3032,3,1,1,296,104,1910,Moonee Valley,6567
Ascot Vale,4,h,950000,PI,Nelson,24/09/2016,5.9,3032,4,2,1,298,147,1920,Moonee Valley,6567
Ascot Vale,3,u,790000,PI,Weda,24/09/2016,5.9,3032,3,2,1,0,148,,Moonee Valley,6567
Ascot Vale,2,u,390000,PI,Jellis,25/02/2017,5.9,3032,2,1,1,1957,69,2012,Moonee Valley,6567
Ascot Vale,4,h,1345000,S,Jellis,25/02/2017,5.9,3032,4,1,1,552,155,1920,Moonee Valley,6567
Ascot Vale,3,h,1381500,S,Barry,25/02/2017,5.9,3032,3,2,2,416,168,1900,Moonee Valley,6567
Ascot Vale,3,h,940000,S,Jellis,26/07/2016,5.9,3032,3,2,2,285,172,2011,Moonee Valley,6567
Ascot Vale,3,h,995000,S,Nelson,26/07/2016,5.9,3032,3,2,1,314,177,2010,Moonee Valley,6567
Ascot Vale,3,h,1050000,SP,Frank,26/07/2016,5.9,3032,3,1,3,536,,,Moonee Valley,6567
Ascot Vale,3,h,786000,S,Brad,26/07/2016,5.9,3032,3,2,1,576,120,1940,Moonee Valley,6567
Ascot Vale,2,h,705000,PI,Nelson,27/06/2016,5.9,3032,2,1,3,252,108,1910,Moonee Valley,6567
Ascot Vale,2,h,760000,PI,Nelson,27/06/2016,5.9,3032,2,1,1,124,77,1900,Moonee Valley,6567
Ascot Vale,3,u,487500,S,Hodges,27/06/2016,5.9,3032,3,1,3,0,,1972,Moonee Valley,6567
Ascot Vale,3,t,1000000,S,Nelson,27/11/2016,5.9,3032,3,2,2,200,144,2003,Moonee Valley,6567
Ascot Vale,4,h,1110000,PI,Nelson,27/11/2016,5.9,3032,4,2,1,349,,1920,Moonee Valley,6567
Ascot Vale,4,h,1300000,PI,Jellis,27/11/2016,5.9,3032,4,1,4,664,,,Moonee Valley,6567
Ascot Vale,3,h,1060000,PI,Nelson,27/11/2016,5.9,3032,3,1,1,555,,,Moonee Valley,6567
Ascot Vale,3,h,1410000,PI,Nelson,27/11/2016,5.9,3032,3,2,2,459,,,Moonee Valley,6567
Ascot Vale,3,h,1305000,S,Barry,28/05/2016,5.9,3032,2,1,1,278,166,1900,Moonee Valley,6567
Ascot Vale,3,h,932500,S,Nelson,28/05/2016,5.9,3032,3,2,1,254,,,Moonee Valley,6567
Ascot Vale,3,h,965000,S,Alexkarbon,28/08/2016,5.9,3032,3,1,0,216,,,Moonee Valley,6567
Ascot Vale,3,h,1215000,S,Stockdale,28/08/2016,5.9,3032,3,1,1,452,175,1960,Moonee Valley,6567
Ascot Vale,2,u,545000,S,Nelson,28/08/2016,5.9,3032,2,1,2,194,71,1900,Moonee Valley,6567
Ascot Vale,4,h,1705000,S,Jellis,30/07/2016,5.9,3032,4,2,4,598,273,2012,Moonee Valley,6567
Ascot Vale,3,h,970000,S,Nelson,30/07/2016,5.9,3032,2,1,1,194,,,Moonee Valley,6567
Ascot Vale,2,h,925000,S,Barry,30/07/2016,5.9,3032,2,1,1,407,,,Moonee Valley,6567
Ashburton,4,h,2650000,S,Marshall,03/09/2016,11,3147,4,3,2,753,399,2015,Boroondara,3052
Ashburton,3,h,1670000,S,Jellis,03/12/2016,11,3147,3,2,2,599,220,1930,Boroondara,3052
Ashburton,3,t,955000,S,Buxton,03/12/2016,11,3147,3,2,2,203,,,Boroondara,3052
Ashburton,3,t,2050000,S,Fletchers,03/12/2016,11,3147,3,3,4,310,315,2014,Boroondara,3052
Ashburton,2,u,500000,VB,Fletchers,04/03/2017,11,3147,2,1,1,710,,2010,Boroondara,3052
Ashburton,2,h,1575000,S,Jellis,04/03/2017,11,3147,2,1,2,679,,,Boroondara,3052
Ashburton,3,h,1555000,S,Jellis,04/06/2016,11,3147,3,2,2,731,149,1935,Boroondara,3052
Ashburton,3,h,1100000,PI,Marshall,08/10/2016,11,3147,3,3,2,276,178,2004,Boroondara,3052
Ashburton,3,h,1337000,S,Buxton,08/10/2016,11,3147,3,1,2,583,112,1950,Boroondara,3052
Ashburton,8,h,2950000,S,hockingstuart,10/09/2016,11,3147,9,7,4,1472,618,2009,Boroondara,3052
Ashburton,4,h,2215000,SP,Marshall,10/09/2016,11,3147,4,2,1,681,,1940,Boroondara,3052
Ashburton,3,h,1518000,S,Jellis,10/09/2016,11,3147,3,2,2,516,145,1920,Boroondara,3052
Ashburton,3,h,1710000,S,hockingstuart,10/12/2016,11,3147,3,1,2,806,101,1950,Boroondara,3052
Ashburton,3,h,1655000,S,Jellis,10/12/2016,11,3147,3,1,3,780,152,1940,Boroondara,3052
Ashburton,4,h,1550000,VB,Marshall,12/11/2016,11,3147,4,2,2,780,180,1938,Boroondara,3052
Ashburton,3,h,1662000,S,Jellis,14/05/2016,11,3147,3,2,2,351,228,2006,Boroondara,3052
Ashburton,3,h,1665000,S,Jellis,15/10/2016,11,3147,3,2,3,702,145,1945,Boroondara,3052
Ashburton,2,h,1445000,S,Jellis,16/04/2016,11,3147,2,1,2,704,,,Boroondara,3052
Ashburton,5,h,3510000,S,Jellis,18/03/2017,11,3147,5,5,2,755,444,2015,Boroondara,3052
Ashburton,3,t,968000,S,Jellis,18/06/2016,11,3147,3,1,1,227,,,Boroondara,3052
Ashburton,3,t,900000,S,Jellis,19/11/2016,11,3147,3,2,2,153,110,1990,Boroondara,3052
Ashburton,3,h,1500000,S,hockingstuart,22/05/2016,11,3147,3,1,2,545,,,Boroondara,3052
Ashburton,5,h,2752000,S,Jellis,22/08/2016,11,3147,6,4,2,1075,390,2010,Boroondara,3052
Ashburton,3,h,1500000,VB,Jellis,22/08/2016,11,3147,3,2,2,710,139,1945,Boroondara,3052
Ashburton,4,h,1800000,S,Jellis,25/02/2017,11,3147,4,2,4,749,206,1950,Boroondara,3052
Ashburton,3,h,1830000,S,Jellis,25/02/2017,11,3147,3,2,3,724,168,1940,Boroondara,3052
Ashburton,3,h,1415000,S,Buxton,27/06/2016,11,3147,3,1,1,605,111,1950,Boroondara,3052
Ashburton,2,h,1440000,PI,Jellis,27/06/2016,11,3147,2,1,1,687,104,1940,Boroondara,3052
Ashburton,4,t,1250000,VB,Noel,27/11/2016,11,3147,4,2,2,321,199,2007,Boroondara,3052
Ashburton,3,h,1422000,S,Buxton,27/11/2016,11,3147,3,1,2,583,,,Boroondara,3052
Ashburton,5,h,1600000,S,Marshall,27/11/2016,11,3147,5,3,4,700,266,1950,Boroondara,3052
Ashburton,4,h,1860000,S,Jellis,27/11/2016,11,3147,4,2,3,696,274,2000,Boroondara,3052
Ashburton,3,t,1710000,S,Marshall,27/11/2016,11,3147,3,2,2,295,,1990,Boroondara,3052
Ashburton,4,h,1790000,PI,hockingstuart,28/05/2016,11,3147,4,2,2,514,240,1935,Boroondara,3052
Ashburton,4,h,1950000,S,Tim,28/05/2016,11,3147,4,2,2,844,278,1940,Boroondara,3052
Ashburton,3,h,1600000,S,Fletchers,28/05/2016,11,3147,3,1,2,637,,,Boroondara,3052
Ashburton,3,h,1320000,PI,Marshall,28/08/2016,11,3147,3,1,2,1063,,,Boroondara,3052
Ashburton,3,h,1650000,S,Marshall,28/08/2016,11,3147,3,1,1,697,164,1947,Boroondara,3052
Ashwood,2,h,995000,S,Tim,03/09/2016,12.2,3147,2,1,1,583,,1950,Monash,2894
Ashwood,3,h,1250000,S,Woodards,03/12/2016,12.2,3147,3,1,1,842,,,Monash,2894
Ashwood,3,u,1045000,S,Tim,04/03/2017,12.2,3147,3,2,2,467,,,Monash,2894
Ashwood,4,h,1200000,SP,Purplebricks,04/03/2017,12.2,3147,4,3,2,372,201,2016,Monash,2894
Ashwood,2,h,1075000,VB,Jellis,04/06/2016,12.2,3147,2,1,2,695,114,1950,Monash,2894
Ashwood,4,h,1500000,S,Fletchers,06/08/2016,12.2,3147,2,2,2,621,203,2000,Monash,2894
Ashwood,3,h,1120000,S,Tim,07/05/2016,12.2,3147,3,1,2,723,,,Monash,2894
Ashwood,2,t,700000,S,hockingstuart,07/11/2016,12.2,3147,2,1,2,367,110,1970,Monash,2894
Ashwood,3,h,761000,PI,Fletchers,07/11/2016,12.2,3147,3,2,4,400,94,1950,Monash,2894
Ashwood,4,h,1270000,SP,Buxton,08/10/2016,12.2,3147,4,2,1,724,,,Monash,2894
Ashwood,4,h,1510000,S,Buxton,08/10/2016,12.2,3147,4,2,2,526,,,Monash,2894
Ashwood,3,h,1365000,S,Fletchers,10/09/2016,12.2,3147,3,1,1,792,792,1950,Monash,2894
Ashwood,4,h,1100000,VB,Tim,10/12/2016,12.2,3147,3,2,2,803,152,1970,Monash,2894
Ashwood,4,h,1415000,S,Buxton,13/08/2016,12.2,3147,4,3,2,724,,,Monash,2894
Ashwood,2,u,690000,S,Ray,14/05/2016,12.2,3147,2,1,1,216,90,2003,Monash,2894
Ashwood,3,h,1631000,S,Jellis,15/10/2016,12.2,3147,3,2,3,782,215,1950,Monash,2894
Ashwood,4,h,1500000,S,Buxton,15/10/2016,12.2,3147,4,2,1,593,255,1930,Monash,2894
Ashwood,3,h,1060000,S,Harcourts,16/07/2016,12.2,3147,2,1,2,772,,,Monash,2894
Ashwood,5,h,1529500,S,Buxton,17/09/2016,12.2,3147,5,3,2,585,317,2000,Monash,2894
Ashwood,2,u,600000,S,Noel,18/03/2017,12.2,3147,2,1,1,153,80,1970,Monash,2894
Ashwood,2,u,535000,S,Woodards,18/06/2016,12.2,3147,2,1,1,72,,,Monash,2894
Ashwood,3,h,785000,S,Buxton,19/11/2016,12.2,3147,3,1,1,557,,1960,Monash,2894
Ashwood,4,h,1240000,S,Tim,19/11/2016,12.2,3147,4,2,2,766,192,1950,Monash,2894
Ashwood,2,u,700000,S,hockingstuart,22/08/2016,12.2,3147,2,1,2,192,88,2007,Monash,2894
Ashwood,4,h,1350000,S,Buxton,24/09/2016,12.2,3147,4,2,1,727,,,Monash,2894
Ashwood,2,h,1110000,S,Fletchers,24/09/2016,12.2,3147,2,1,1,586,86,1950,Monash,2894
Ashwood,3,h,1305000,S,Jellis,25/02/2017,12.2,3147,3,1,1,760,120,1960,Monash,2894
Ashwood,3,h,855000,S,Noel,25/02/2017,12.2,3147,3,2,1,320,85,1958,Monash,2894
Ashwood,3,t,900500,S,Jellis,27/11/2016,12.2,3147,3,2,2,256,134,2012,Monash,2894
Ashwood,3,h,1200000,VB,Buxton,28/05/2016,12.2,3147,3,2,2,839,198,1970,Monash,2894
Ashwood,3,t,830000,S,Barry,28/08/2016,12.2,3147,2,1,2,212,130,2012,Monash,2894
Avondale Heights,3,h,850000,S,Moonee,03/09/2016,10.5,3034,3,1,1,593,118,1970,Moonee Valley,4502
Avondale Heights,3,h,750000,SP,Moonee,03/09/2016,10.5,3034,3,1,1,0,103,1980,Moonee Valley,4502
Avondale Heights,3,t,851000,S,Nelson,03/12/2016,10.5,3034,3,3,1,557,181,2017,Moonee Valley,4502
Avondale Heights,3,h,848000,S,Nelson,04/03/2017,10.5,3034,3,1,2,542,,,Moonee Valley,4502
Avondale Heights,4,h,806000,S,Moonee,04/03/2017,10.5,3034,4,2,1,350,,2008,Moonee Valley,4502
Avondale Heights,4,h,1155000,S,Nelson,04/06/2016,10.5,3034,3,2,2,569,225,2008,Moonee Valley,4502
Avondale Heights,3,h,670000,VB,Nelson,04/06/2016,10.5,3034,3,2,2,671,,,Moonee Valley,4502
Avondale Heights,4,h,1200000,S,Nelson,04/06/2016,10.5,3034,4,5,4,673,,,Moonee Valley,4502
Avondale Heights,3,h,636000,S,Nelson,04/06/2016,10.5,3034,2,1,2,571,,,Moonee Valley,4502
Avondale Heights,3,h,680000,S,Nelson,06/08/2016,10.5,3034,3,1,2,570,120,1970,Moonee Valley,4502
Avondale Heights,4,h,1160000,S,Moonee,07/05/2016,10.5,3034,4,3,2,789,,,Moonee Valley,4502
Avondale Heights,3,h,750000,S,Barry,08/10/2016,10.5,3034,3,1,1,529,,,Moonee Valley,4502
Avondale Heights,3,h,627500,SP,Moonee,08/10/2016,10.5,3034,3,1,1,550,143,1970,Moonee Valley,4502
Avondale Heights,3,t,880000,S,Moonee,08/10/2016,10.5,3034,3,2,2,339,,,Moonee Valley,4502
Avondale Heights,4,h,950000,S,Moonee,10/12/2016,10.5,3034,4,3,3,761,281,1970,Moonee Valley,4502
Avondale Heights,4,h,1600000,PI,Nelson,10/12/2016,10.5,3034,4,3,3,1801,,,Moonee Valley,4502
Avondale Heights,2,t,585000,S,Barry,11/02/2017,10.5,3034,2,1,1,136,,2012,Moonee Valley,4502
Avondale Heights,3,h,650000,SP,Moonee,15/10/2016,10.5,3034,3,1,3,574,,,Moonee Valley,4502
Avondale Heights,3,h,725000,SP,Moonee,15/10/2016,10.5,3034,3,1,4,606,,,Moonee Valley,4502
Avondale Heights,3,u,665000,S,Brad,16/04/2016,10.5,3034,3,2,1,289,,,Moonee Valley,4502
Avondale Heights,3,h,560500,S,Nelson,16/04/2016,10.5,3034,3,1,1,177,,,Moonee Valley,4502
Avondale Heights,3,h,615000,SP,Moonee,16/07/2016,10.5,3034,3,1,2,649,,,Moonee Valley,4502
Avondale Heights,3,h,845000,S,Nelson,16/07/2016,10.5,3034,3,1,3,704,,,Moonee Valley,4502
Avondale Heights,3,h,585000,SA,Barry,17/09/2016,10.5,3034,3,1,2,322,,,Moonee Valley,4502
Avondale Heights,2,u,440000,S,Nelson,18/03/2017,10.5,3034,2,1,1,263,,1999,Moonee Valley,4502
Avondale Heights,3,h,850000,S,Moonee,18/03/2017,10.5,3034,3,1,2,766,149,,Moonee Valley,4502
Avondale Heights,5,h,850000,SP,Moonee,18/06/2016,10.5,3034,5,2,4,574,,,Moonee Valley,4502
Avondale Heights,3,h,705000,S,Nelson,22/05/2016,10.5,3034,3,1,1,581,106,1960,Moonee Valley,4502
Avondale Heights,4,h,1100000,VB,Brad,22/05/2016,10.5,3034,4,3,2,873,395,1992,Moonee Valley,4502
Avondale Heights,3,h,892500,S,Nelson,22/05/2016,10.5,3034,3,1,1,586,118,1965,Moonee Valley,4502
Avondale Heights,3,h,695000,S,HAR,23/04/2016,10.5,3034,3,1,2,588,,,Moonee Valley,4502
Avondale Heights,2,h,522500,S,Nelson,24/09/2016,10.5,3034,2,1,1,220,101,1995,Moonee Valley,4502
Avondale Heights,4,h,680000,PI,Nelson,24/09/2016,10.5,3034,4,2,2,554,140,1960,Moonee Valley,4502
Avondale Heights,3,u,500000,S,Nelson,24/09/2016,10.5,3034,3,1,1,260,,1990,Moonee Valley,4502
Avondale Heights,2,t,550000,SP,Moonee,24/09/2016,10.5,3034,2,1,2,158,,1993,Moonee Valley,4502
Avondale Heights,3,h,730000,S,Jas,25/02/2017,10.5,3034,3,2,2,705,,,Moonee Valley,4502
Avondale Heights,3,h,875000,S,Edward,25/02/2017,10.5,3034,3,1,3,812,117,1960,Moonee Valley,4502
Avondale Heights,3,h,850000,SP,Moonee,25/02/2017,10.5,3034,3,2,8,585,,,Moonee Valley,4502
Avondale Heights,3,h,635000,SP,Moonee,26/07/2016,10.5,3034,3,1,1,597,,,Moonee Valley,4502
Avondale Heights,4,h,762000,S,Nelson,26/07/2016,10.5,3034,4,2,2,589,150,1961,Moonee Valley,4502
Avondale Heights,2,u,411000,PI,Barry,27/11/2016,10.5,3034,2,1,1,0,85,1995,Moonee Valley,4502
Avondale Heights,4,h,790000,S,Barry,27/11/2016,10.5,3034,4,2,2,570,,,Moonee Valley,4502
Avondale Heights,4,h,605000,S,Barry,27/11/2016,10.5,3034,4,1,0,569,,,Moonee Valley,4502
Avondale Heights,3,h,805000,S,Nelson,27/11/2016,10.5,3034,3,2,2,593,103,1970,Moonee Valley,4502
Avondale Heights,4,h,890000,S,Moonee,27/11/2016,10.5,3034,4,2,4,585,,1960,Moonee Valley,4502
Avondale Heights,3,h,795000,S,Barry,28/05/2016,10.5,3034,3,1,1,549,,,Moonee Valley,4502
Avondale Heights,3,h,634000,S,Nelson,28/05/2016,10.5,3034,4,2,1,582,153,1950,Moonee Valley,4502
Avondale Heights,3,h,642000,SP,Moonee,28/08/2016,10.5,3034,3,1,1,590,,1960,Moonee Valley,4502
Avondale Heights,3,h,863000,S,Barry,28/08/2016,10.5,3034,3,2,3,638,,,Moonee Valley,4502
Avondale Heights,3,h,740000,SP,Moonee,28/08/2016,10.5,3034,3,1,2,607,,,Moonee Valley,4502
